date,agend_item_nr,party,speaker,speech_nr,sent_nr,sentence_id,uid,split_
2014-12-01,1,Con,Nick Gibb,37383,3,037383-03,6ca3e05229764066ead75dd841442719,sjasmin
2014-02-06,11,Con,Patrick McLoughlin,22262,5,022262-05,92fc6cbfee69836821c28b0164dc0aaa,smarie
2014-01-23,2,Con,Matt Hancock,21023,2,021023-02,ca1ca2c2f30f2060e3934d0acb4c547c,sjasmin
2014-11-24,11,Con,Anna Soubry,36867,1,036867-01,16bc8509cb9e4a5b31145a5dfcf45695,smarie
2014-01-23,14,Con,Karen Lumley,21115,2,021115-02,6911f679baa30d432ab1cabef645ce87,sjasmin
2014-01-21,1,Con,Stephen Phillips,20763,2,020763-02,f07d86c8110d751e3f3ec5515f246a1b,smarie
2014-10-29,10,Con,David Cameron,35101,3,035101-03,f14677834ee3515e6d0ca03fd884b09a,sjasmin
2014-09-09,4,Con,Andrew Selous,33192,2,033192-02,3c6d1418476fffb536974657b7386627,smarie
2014-12-02,13,Con,Philip Hammond,37655,1,037655-01,115600c7f59330f8e5a3f1a521f1e440,sjasmin
2014-07-15,2,Con,Jane Ellison,31757,3,031757-03,f91b16715c3e31764dc8365c1cc4e169,smarie
2014-10-22,3,Con,Stephen Crabb,34467,1,034467-01,c7e58471e369a3f33d86fa9201c54f95,sjasmin
2014-10-30,12,Con,George Eustice,35257,2,035257-02,3d47e2513e2f9770dedb986af7d3af0c,smarie
2014-07-02,8,Con,David Cameron,30807,2,030807-02,fa748aba74cf14963d31552b88661a5a,sjasmin
2014-07-07,2,Con,James Brokenshire,31044,1,031044-01,23409626e1b2f364c8aa536732e34520,smarie
2014-04-03,5,Con,Michael Fallon,26710,4,026710-04,92dd751cfd4ae60cca78afc6943beabf,sjasmin
2014-06-30,15,Con,Kris Hopkins,30581,3,030581-03,e166048b0af2c26931955181a4cef540,smarie
2014-11-24,13,Con,John Glen,36888,1,036888-01,0561f2ed59ac7c541e0dff3530c6fb1c,sjasmin
2014-07-07,2,Con,James Brokenshire,31050,1,031050-01,81957c3315a55c40d9869c9c69b20372,smarie
2014-06-24,3,Con,Marcus Jones,30038,1,030038-01,c772f405e87f7201083b049c2cbf738c,sjasmin
2014-01-06,2,Con,Michael Gove,19486,6,019486-06,edaef613fd660cd0406171bde7e91fc7,smarie
2014-02-04,6,Con,Priti Patel,21966,1,021966-01,2d38c4095d922beeeb1a79d64afe9dd8,sjasmin
2014-07-07,7,Con,James Brokenshire,31100,4,031100-04,c0b5dd5958964f485e5977dd0766be8e,smarie
2014-07-10,1,Con,Robert Goodwill,31462,1,031462-01,9456d60a18ea0b38c92b272840b20823,sjasmin
2014-01-14,6,Con,Robert Buckland,20278,3,020278-03,ac88b4e3e69bbdee698ba8f1213fad6d,smarie
2014-06-23,13,Con,Charlie Elphicke,29993,1,029993-01,f489b79c87166deeb6e05f365d879284,sjasmin
2014-03-04,12,DUP,Jeffrey M Donaldson,23930,2,023930-02,d7d722a9cc8097f66c1834e5361e64f9,both
2014-12-11,14,DUP,Jim Shannon,38340,2,038340-02,5b55c5dc39f07e2d7bfb5f35bf32e659,both
2014-01-15,3,DUP,Ian Paisley,20403,1,020403-01,29ae16e00cf58ed61c3e1827dbba2178,both
2014-11-19,7,DUP,William McCrea,36603,5,036603-05,e90198a18811e197a88a1f2d723d87b1,both
2014-10-23,15,DUP,Nigel Dodds,34688,3,034688-03,d7d9d6858f484eb63c222f8732a011e4,both
2014-01-22,5,DUP,Gregory Campbell,20932,1,020932-01,5c80d122e0e5c58a413ac109b39fce36,both
2014-11-05,14,DUP,Jim Shannon,35765,2,035765-02,19349f8ab0e2d75367ca62cd61e56062,both
2014-10-29,7,DUP,Jim Shannon,35078,1,035078-01,cfead8ba1a50a8b9e9e32fdd816fb6e6,both
2014-03-20,13,DUP,Jim Shannon,25585,1,025585-01,d88cb3708de5c25a4da9746d1680837e,both
2014-03-26,9,DUP,Nigel Dodds,26034,2,026034-02,860209ba8546181ebd958eb65967f54a,both
2014-02-26,4,DUP,Gregory Campbell,23387,1,023387-01,2cded642d48005b8ad8a9df439e2481e,both
2014-03-04,11,DUP,William McCrea,23907,1,023907-01,549a7f1a6112d3b7d8c3b56f28e4235f,both
2014-11-19,7,DUP,William McCrea,36603,2,036603-02,d0e3a195f686d6d81ecfa99110e679d4,both
2014-07-17,10,DUP,Sammy Wilson,32093,1,032093-01,c4bf31112e58c33e3b60bc5564783659,both
2014-11-11,15,DUP,Jim Shannon,36186,3,036186-03,7d948f096be5b26fe9809ac49acced5d,both
2014-10-14,6,DUP,William McCrea,33782,1,033782-01,4827b2b9ff688f3e87f34b82f6dc402a,smarie
2014-01-08,8,DUP,Nigel Dodds,19880,1,019880-01,6a601b90c147eac473d6220d051531d4,sjasmin
2014-03-05,3,DUP,Gregory Campbell,24057,1,024057-01,f5e0be2a5b869e85db94499221add9bb,smarie
2014-01-08,8,DUP,Nigel Dodds,19880,6,019880-06,8c21ae0b9ec5323af580e35533dc979b,sjasmin
2014-06-11,3,DUP,Jeffrey M Donaldson,29020,1,029020-01,42d44b86afae86c8dc937c5d6256c928,smarie
2014-06-11,6,DUP,William McCrea,29043,1,029043-01,ec5c315b25e739db4a0d128baa3a317c,sjasmin
2014-12-10,2,DUP,William McCrea,38134,1,038134-01,50c8b96b2eaf4702a415632b63b56342,smarie
2014-12-02,13,DUP,Jeffrey M Donaldson,37660,2,037660-02,605a4dc810f4df3221b1f7830c08a8cc,sjasmin
2014-11-11,15,DUP,Jim Shannon,36186,2,036186-02,cd350058b822fec10d9c3674e84713fa,smarie
2014-07-22,10,DUP,Jim Shannon,32447,1,032447-01,11b129416290c6ffa184ae9d9e75a3d0,sjasmin
2014-06-12,7,DUP,Ian Paisley,29179,1,029179-01,02285999c2a75aaca2c49bde3fdfc445,smarie
2014-01-15,2,DUP,Nigel Dodds,20392,2,020392-02,d88fd34f5507cbeb76284b71efd1103a,sjasmin
2014-09-03,3,DUP,Gregory Campbell,32797,1,032797-01,7928c1daa8f3cc701e00f8fd705c61d8,smarie
2014-06-11,4,DUP,Jim Shannon,29028,1,029028-01,bb25b94431f9e52faf65a00c85469d50,sjasmin
2014-04-02,4,DUP,Ian Paisley,26548,2,026548-02,17733dae2681cc3ee9c7eb7ed738d4c1,smarie
2014-01-08,8,DUP,Nigel Dodds,19880,4,019880-04,6718380a79fadc7ba5abb4797e47fb71,sjasmin
2014-06-11,2,DUP,Gregory Campbell,29018,2,029018-02,ea6c99c025417a61a9efcf2276270f09,smarie
2014-02-26,1,DUP,Nigel Dodds,23342,1,023342-01,44554c2b16803908682aec838e5f2446,sjasmin
2014-12-10,1,DUP,Nigel Dodds,38126,1,038126-01,32a64bc405a5d675e45d501fd721341b,smarie
2014-11-10,16,DUP,Sammy Wilson,36053,3,036053-03,fe34d509ea9615b28571448c525fa636,sjasmin
2014-03-18,3,DUP,Gregory Campbell,25210,1,025210-01,b118e2318bccc5a4eead8bb740d3a94c,smarie
2014-03-27,7,DUP,Gregory Campbell,26116,1,026116-01,cc6c7e5e19ea121c3ed92ab5dd66b9bf,sjasmin
2014-03-18,3,DUP,Gregory Campbell,25210,2,025210-02,c0bc03e24273281deabaa37b33ccd001,smarie
2014-10-23,15,DUP,Nigel Dodds,34688,2,034688-02,ae80c8decb7623c271b6a6ccd374ea6a,sjasmin
2014-10-23,15,DUP,Nigel Dodds,34688,1,034688-01,70344831dc392ebb1aed4ef81f37d587,smarie
2014-02-11,5,DUP,Nigel Dodds,22628,1,022628-01,64e0e088eb787e49611fc9c5e39b12cc,sjasmin
2014-02-26,1,DUP,Nigel Dodds,23342,2,023342-02,9f9ea819da10a6e797600a9bb2f59121,smarie
2014-12-17,8,DUP,Nigel Dodds,38766,3,038766-03,120f6e20dff7a66a348712f76c0e7a53,sjasmin
2014-03-27,2,DUP,Ian Paisley,26072,1,026072-01,f67364a184829217ccdd212304127044,smarie
2014-01-09,20,DUP,Jim Shannon,20039,1,020039-01,86fff11fcba291ac970da9df57d7dd16,sjasmin
2014-11-26,7,Lab,Gerald Kaufman,37172,2,037172-02,91892d63360a4d6663ce0c91d6e489fd,both
2014-09-08,9,Lab,Andrew Gwynne,33110,3,033110-03,757d462d1ca81542f3849026d7a5ccfc,both
2014-07-14,4,Lab,John Robertson,31639,2,031639-02,55d66ed649f8895c7d47626050c251c6,both
2014-09-09,3,Lab,Dan Jarvis,33187,2,033187-02,00b92b011f1a6c13fcaa47cbf1a3915e,both
2014-11-10,11,Lab,Stephen Hepburn,36001,2,036001-02,b17f086ffc92579d3d5752b0e5e118e3,both
2014-01-23,5,Lab,Seema Malhotra,21058,1,021058-01,130a2df2e9e99b102a18654c6aadc1c8,both
2014-11-05,7,Lab,Ed Miliband,35709,2,035709-02,84235420b26c3383db7889a730de4d8f,both
2014-01-20,6,Lab,Mike Gapes,20667,1,020667-01,48554fbf9a47b30c3626b89b6fee0417,both
2014-06-30,2,Lab,David Lammy,30454,3,030454-03,410d3acfbe2e2492092008ef6a19066d,both
2014-10-22,5,Lab,Chris Evans,34482,1,034482-01,c879b0998f5a891c2a9f8cc164249ce9,both
2014-12-01,14,Lab,Barry Sheerman,37519,1,037519-01,c679c3c862d109449ce549e59298c553,both
2014-05-13,3,Lab,Nick Brown,28579,1,028579-01,6827562a2a34af05c2dcdcaf6db66bac,both
2014-01-22,8,Lab,Ed Miliband,20977,5,020977-05,6e60c041b6121eb49dcda1e360f95125,both
2014-01-28,13,Lab,John Cryer,21431,1,021431-01,73e51d77f6ed20de9594524a9cd12f20,both
2014-11-17,12,Lab,Lilian Greenwood,36299,3,036299-03,f239aff494c301eda4a289ae7f4fa855,both
2014-04-09,9,Lab,Ed Miliband,27170,7,027170-07,57916b2ad90968a967cd68e56811d3b8,smarie
2014-02-11,6,Lab,Barry Sheerman,22652,1,022652-01,d9e66e53fa40cc5cc9912dd12f3a9550,sjasmin
2014-01-20,6,Lab,Emma Reynolds,20675,5,020675-05,d7023faa2baf68ae91ebe8b5b573938b,smarie
2014-06-12,12,Lab,Maria Eagle,29207,1,029207-01,e50bbb8050fe02ffb5c6a8e26a176137,sjasmin
2014-07-14,6,Lab,Gemma Doyle,31661,3,031661-03,7a5803ec29a2207630157c9a1c3662ba,smarie
2014-09-11,11,Lab,Chuka Umunna,33517,2,033517-02,13f0344dace7d64b05d3fbcdcc4f02ab,sjasmin
2014-01-13,16,Lab,Rachel Reeves,20176,2,020176-02,73a358514d05c8a4fb6515ac7e25e12b,smarie
2014-10-28,6,Lab,Pat McFadden,34926,4,034926-04,57391bec83ad54d53993bf4e218d301c,sjasmin
2014-04-10,4,Lab,Derek Twigg,27257,1,027257-01,9d26257b555eee9e7f46b84ea80338b3,smarie
2014-11-11,15,Lab,Steve Rotheram,36170,3,036170-03,6c687720f20773ccce2f8eae51711b83,sjasmin
2014-04-07,18,Lab,Bridget Phillipson,26894,1,026894-01,3abeaef7e7b4f83e75b22ceb5aa4999b,smarie
2014-11-26,7,Lab,Albert Owen,37142,3,037142-03,ceff40dd6d4120c7ad5962c03ce7737b,sjasmin
2014-11-26,7,Lab,Roberta Blackman-Woods,37164,3,037164-03,976ebf2aac80094067d1e3f4801fddfd,smarie
2014-03-27,2,Lab,Huw Irranca-Davies,26076,4,026076-04,4bde93b496e67fa2d11ea73f95930312,sjasmin
2014-02-11,6,Lab,Michael McCann,22648,1,022648-01,4cf80b78218f2e0b56569877618b919a,smarie
2014-01-20,6,Lab,Emma Reynolds,20675,2,020675-02,3a6a4cc65ae2210451eb4c0ece090aaf,sjasmin
2014-11-24,1,Lab,Toby Perkins,36774,2,036774-02,be478348700c69b7191400c73455d075,smarie
2014-04-07,11,Lab,Graham Jones,26866,1,026866-01,ff058730707b819bcec1fe951206de7a,sjasmin
2014-10-16,10,Lab,Jeremy Corbyn,34046,1,034046-01,03cc9bc2a739e270e5c280cd774c52e4,smarie
2014-11-11,15,Lab,Sadiq Khan,36156,2,036156-02,e6e28ad3a2bf0f478261978a81f3983f,sjasmin
2014-06-16,12,Lab,Chi Onwurah,29377,3,029377-03,2b7349e9500c3165d86f41ed45841f19,smarie
2014-03-10,21,Lab,Keith Vaz,24474,6,024474-06,a893e728c757b6638f7e7d227ecd0371,sjasmin
2014-12-18,7,Lab,Albert Owen,38880,2,038880-02,e7de997a0647494044750ede71f452cf,smarie
2014-06-25,8,Lab,Yasmin Qureshi,30279,1,030279-01,a073717bba896feff9f99a559f840d63,sjasmin
2014-04-07,18,Lab,Graeme Morrice,26904,2,026904-02,49450759190a9835ff9bdbd2bd9da502,smarie
2014-05-14,9,Lab,Kerry McCarthy,28815,1,028815-01,e08ea306f6eea8678fe9831204eb15db,sjasmin
2014-03-11,15,Lab,Meg Munn,24726,2,024726-02,bc2fe936ee0ded4617df52f2e1dbf7d5,smarie
2014-05-13,8,Lab,Paul Blomfield,28627,2,028627-02,61fd1109474c4b1e498e63cdeb91e71f,sjasmin
2014-03-31,13,Lab,Rachel Reeves,26314,3,026314-03,ab1bc15f5b459ab8babfb7d118766a3a,smarie
2014-06-10,16,Lab,Bill Esterson,28987,2,028987-02,ed355f353ecb25d07b5be05093f2cf6a,sjasmin
2014-03-10,21,LibDem,Norman Baker,24551,2,024551-02,65a615a42c234d7be3d2610751ca7788,both
2014-07-03,13,LibDem,Jo Swinson,30997,5,030997-05,c5bdbede8395182db36786ca45c0f0a2,both
2014-02-27,14,LibDem,Edward Davey,23553,3,023553-03,1ba3c3215ad46da7472fa42894ce7473,both
2014-02-27,14,LibDem,Edward Davey,23552,5,023552-05,6d752bf6c7cb904e5e70b72a0e148a54,both
2014-11-26,7,LibDem,John Pugh,37158,1,037158-01,2c5e0355d40baa5dcaec7f0175f2a1bd,both
2014-04-10,15,LibDem,Vincent Cable,27332,1,027332-01,6415e1e676f242ce632b4b2e09b82d9e,both
2014-11-06,8,LibDem,Edward Davey,35864,1,035864-01,37b9543e5b0da4573a1adcbb02cfcd7a,both
2014-11-26,4,LibDem,Alistair Carmichael,37123,3,037123-03,1fb3f131b8bac38681c49ff560104326,both
2014-05-12,14,LibDem,Paul Burstow,28550,16,028550-16,66dc6719e6d04c867d58ae0868cddd17,both
2014-07-02,5,LibDem,Alistair Carmichael,30787,1,030787-01,5fb6ec96796add8323efad59a816015e,both
2014-02-25,6,LibDem,Norman Lamb,23251,4,023251-04,67aab5390df49442ba0a8bc4ea79a43e,both
2014-12-18,9,LibDem,Edward Davey,38920,3,038920-03,79a7213c25ea72b78fafe18ae50e0f2f,both
2014-07-15,14,LibDem,Paul Burstow,31840,1,031840-01,38d8a1f6408cfa032e37af9fcf639a56,both
2014-01-27,15,LibDem,Menzies Campbell,21289,3,021289-03,bb1fe665df9639b30e37f5e9bed60e9b,both
2014-01-06,10,LibDem,Simon Wright,19560,1,019560-01,c9cc0b200eaf2aee572a51c32660efb0,both
2014-06-10,16,LibDem,Norman Lamb,28982,1,028982-01,414ac2cac6ada316dfac42aa4dac83b3,smarie
2014-04-10,3,LibDem,Vincent Cable,27239,1,027239-01,6611dd467a4b0dd4608131e267d92c6d,sjasmin
2014-12-18,2,LibDem,Edward Davey,38825,2,038825-02,a7e7f589f32a1959e83299def33adf00,smarie
2014-05-08,6,LibDem,Alan Beith,28281,2,028281-02,4720d685a286d752a90828128cd8fd97,sjasmin
2014-07-02,2,LibDem,Michael Crockart,30752,2,030752-02,675cf466f88680770cd2e14e611a4c44,smarie
2014-02-25,6,LibDem,Norman Lamb,23245,2,023245-02,ca0ba27c55fa795308d3748d29b25824,sjasmin
2014-06-12,3,LibDem,David Heath,29140,2,029140-02,f732b80c9eb7728ecc26b94985debe78,smarie
2014-03-10,21,LibDem,Norman Baker,24566,1,024566-01,041198a99e9f4347e89af9cb8a160b9b,sjasmin
2014-03-06,16,LibDem,Mike Thornton,24273,1,024273-01,1a24b7f120e8f20467387825cf149769,smarie
2014-07-07,6,LibDem,Norman Baker,31090,1,031090-01,95c36f888413f30aac4efb44e3c112aa,sjasmin
2014-07-15,9,LibDem,Norman Lamb,31803,2,031803-02,02494b5b150e385c93861bfcc918b1bf,smarie
2014-01-23,14,LibDem,Vincent Cable,21118,1,021118-01,e756e0bd8c49bcc0ce7067ca243f9a95,sjasmin
2014-10-15,5,LibDem,Alistair Carmichael,33894,1,033894-01,abbb39748f94e2616cc7b1fcf3ba8328,smarie
2014-01-06,10,LibDem,David Laws,19565,2,019565-02,2515704a680264e783e5ffb5239c8dd7,sjasmin
2014-10-23,16,LibDem,Tom Brake,34695,5,034695-05,451ee70d6a42c417405a4426102ef527,smarie
2014-07-01,9,LibDem,Simon Hughes,30679,3,030679-03,c80d3cb6384a8c728f32da44c46fcfa6,sjasmin
2014-07-07,12,LibDem,Norman Baker,31168,3,031168-03,f4d7da5a88b776a68e8f43562682f4b1,smarie
2014-07-10,11,LibDem,Tessa Munt,31572,2,031572-02,6b42c979abf10955c395d723a76e7bfd,sjasmin
2014-02-05,1,LibDem,Alistair Carmichael,22058,2,022058-02,309722e08f51701d9edc0ffb8ccb74f9,smarie
2014-01-13,2,LibDem,Greg Mulholland,20067,2,020067-02,37c50894c3000a0ef9d12c6c90b90cf1,sjasmin
2014-07-09,11,LibDem,Alan Beith,31420,2,031420-02,c4541e39ad9b96fd31c0d629e5e9d328,smarie
2014-07-07,12,LibDem,Norman Baker,31164,1,031164-01,9de768f75bbae27320453e684d91330c,sjasmin
2014-03-06,10,LibDem,Vincent Cable,24236,2,024236-02,f406ea8d6cf4fc3d3a37e91305652ab6,smarie
2014-01-30,1,LibDem,Tim Farron,21599,3,021599-03,9dc87cd8b8715299b6ce88d1e238f4d1,sjasmin
2014-06-19,11,LibDem,Edward Davey,29843,2,029843-02,ff87ab31d1647ab188bc1aa14a9110a9,smarie
2014-11-06,11,LibDem,Edward Davey,35876,2,035876-02,69ffff3d1e1f4f860fbf2e5895718e40,sjasmin
2014-07-07,12,LibDem,Greg Mulholland,31157,1,031157-01,06ea2d79f5324373ba6b92d555eab19e,smarie
2014-10-21,15,LibDem,Nick Harvey,34435,3,034435-03,f53799957d10cd4dc7580039f5f0263a,sjasmin
2014-07-07,12,LibDem,Norman Baker,31164,3,031164-03,c3296e7d6d057a413db0a0807bb61078,smarie
2014-10-27,17,LibDem,David Laws,34849,1,034849-01,83478e5e4174add6379f35dee98aad3e,sjasmin
2014-03-19,5,SNP,Stewart Hosie,25384,1,025384-01,b6619afd4ded416cdda88e551e63e30a,both
2014-01-22,3,SNP,Eilidh Whiteford,20916,2,020916-02,6e7998578cbc49ccc05c3a5a9d2160a4,both
2014-05-14,9,SNP,Eilidh Whiteford,28823,2,028823-02,71e6380e357d0ef9ca2a66f03a626fb7,both
2014-11-20,16,SNP,Michael Weir,36760,1,036760-01,76d583eec45d6a1f5a7e356dc40ecf5b,both
2014-07-02,3,SNP,Pete Wishart,30762,5,030762-05,1cf809917a98c9a691c72833fb87f56d,both
2014-04-03,3,SNP,Michael Weir,26685,3,026685-03,e3dc9ea0307535bb91df799e921dd0ee,both
2014-10-15,1,SNP,Angus Robertson,33844,1,033844-01,32059ae8ccf932cbc7f148e2a05baab3,both
2014-11-20,6,SNP,Michael Weir,36676,1,036676-01,5c08240c623965e92574cdffe0d9ba06,both
2014-10-28,1,SNP,Angus Robertson,34880,1,034880-01,084bcd43cb6a61eb0f3a687c6700c54c,both
2014-03-12,9,SNP,Angus Robertson,24829,2,024829-02,255fbaf39f38a5e3eef0c30027a462f5,both
2014-10-28,1,SNP,Angus Robertson,34880,4,034880-04,82bee0d666e288ec82144703781d81a5,both
2014-02-27,16,SNP,Michael Weir,23569,1,023569-01,2216b603a0ae6823b0973efc4e06ea28,both
2014-12-11,5,SNP,Eilidh Whiteford,38271,1,038271-01,078899b88239ae0f388962a47bec332e,both
2014-01-16,9,SNP,Angus MacNeil,20576,2,020576-02,6e5183e0967aa2de7364a4731c5d16f3,both
2014-10-15,1,SNP,Angus Robertson,33846,1,033846-01,d11bd55c06b45188ffbf7204af96308c,both
2014-06-19,3,SNP,Michael Weir,29734,1,029734-01,a7495ba39dfbdcf2859fa8a3e2cb12c1,smarie
2014-05-07,6,SNP,Angus MacNeil,28160,2,028160-02,584710a3ddd1d19be010d4e21f5f36d5,sjasmin
2014-03-10,10,SNP,Pete Wishart,24418,4,024418-04,dfa2394afa93924b215d329e15974d12,smarie
2014-05-07,6,SNP,Angus MacNeil,28160,3,028160-03,da1699db4a0d133363e1c8c5dc1d3fd7,sjasmin
2014-07-02,3,SNP,Pete Wishart,30762,1,030762-01,e820857e8977e6f9224cfb8290bf42ec,smarie
2014-12-11,5,SNP,Eilidh Whiteford,38273,2,038273-02,f15bc586f356e8f800a14ae8667e9a60,sjasmin
2014-02-05,4,SNP,Michael Weir,22083,1,022083-01,5fb7e251c943abd16fdb880ec871450c,smarie
2014-03-12,9,SNP,Angus Robertson,24829,3,024829-03,8e6eaca81def2fcaba59174714cb11bb,sjasmin
2014-07-02,3,SNP,Pete Wishart,30762,2,030762-02,ac4b54c193e1607438a5cf1fc3494ce7,smarie
2014-10-20,2,SNP,Angus Robertson,34143,3,034143-03,d4228a3c218cd97eae635916cc5669da,sjasmin
2014-11-04,1,SNP,Angus MacNeil,35476,2,035476-02,a948349e7b363a173858d7055e7f5690,smarie
2014-06-23,13,SNP,Eilidh Whiteford,30003,1,030003-01,69cd61416a83925e1a3ba6660f71f3f8,sjasmin
2014-10-15,1,SNP,Angus Robertson,33844,4,033844-04,e3ffd53d720a1b9b28dd25a7df4b72a0,smarie
2014-07-02,3,SNP,Pete Wishart,30762,4,030762-04,c13b8b07a1ec02b19f6bc2ce0a85b9c0,sjasmin
2014-12-18,9,SNP,Michael Weir,38935,2,038935-02,78403591d9ce7ec4cc79bbf2280229f9,smarie
2014-11-26,1,SNP,Angus Robertson,37082,2,037082-02,21a60c1bec26a8fc3e48a6ea18272d51,sjasmin
2014-02-05,1,SNP,Angus Robertson,22055,1,022055-01,7ddf6dde518898893a1ad72b2af9003d,smarie
2014-06-18,1,SNP,Eilidh Whiteford,29586,1,029586-01,e7e065ae6f57e4195276eef1450d9578,sjasmin
2014-11-24,13,SNP,Angus Robertson,36898,4,036898-04,f6afd46abcd70df87891051cc1b7c8b2,smarie
2014-03-04,12,SNP,Angus Robertson,23954,1,023954-01,ebdb152b29ddebaf57fc0ac315270b78,sjasmin
2014-11-26,7,SNP,Pete Wishart,37168,4,037168-04,799d8d41197a2ba181f60ef388a6de9e,smarie
2014-10-22,10,SNP,Angus MacNeil,34532,1,034532-01,22b15b9d66bf9326850fa1464f1f3454,sjasmin
2014-05-07,6,SNP,Angus MacNeil,28160,1,028160-01,2e86eb432b2038c72f8b5b3c093c04d5,smarie
2014-11-24,13,SNP,Angus Robertson,36898,1,036898-01,3c9e3f28c366fc26bbf87a6919275274,sjasmin
2014-09-10,8,SNP,Pete Wishart,33393,2,033393-02,bfcb4d6831b5152ca347d9f5709d16f0,smarie
2014-07-02,3,SNP,Pete Wishart,30760,1,030760-01,4ae1ced8dcc7c6c8b22c457d2c3e6eca,sjasmin
2014-06-18,1,SNP,Eilidh Whiteford,29586,2,029586-02,9e4c248546a18b19a322bb254f4df0e8,smarie
2014-12-18,5,SNP,Michael Weir,38859,1,038859-01,93a7fb77ef3cebda237669ad56a296fd,sjasmin
2014-02-12,9,SNP,Angus MacNeil,22806,1,022806-01,6a2d180a554cd01019d8e705a6cb1a9c,smarie
2014-12-11,5,SNP,Eilidh Whiteford,38273,1,038273-01,acebe15d28b878ca55061272cc6a4962,sjasmin
2015-06-18,11,Con,Rebecca Pow,46677,1,046677-01,1905a827a4c14b677e3786e9d2cd9ebc,both
2015-03-24,6,Con,Philip Davies,44855,1,044855-01,25587c2de8006717c4c98d5167376450,both
2015-10-21,8,Con,Mark Menzies,51360,1,051360-01,5516645427d94178f8db98ee5f2ca12b,both
2015-02-10,12,Con,Robert Buckland,42068,3,042068-03,b90cdf3e096f4faec2adbbcb5b536646,both
2015-01-29,2,Con,Caroline Spelman,41089,1,041089-01,96c46ff3e5b74e272fbc7b64a11961be,both
2015-06-02,13,Con,Derek Thomas,45282,1,045282-01,6da512de0bb7a63879c7226660254f8e,both
2015-03-24,10,Con,Robert Buckland,44886,2,044886-02,87c2525315c67d994ca62d9aea20b736,both
2015-11-17,5,Con,Ben Gummer,53310,1,053310-01,f6d077b1014746073e20b5f9d15f006b,both
2015-12-08,14,Con,Lucy Frazer,55063,1,055063-01,47cf697f99e5e32a553d1e15ef1d6a1b,both
2015-06-24,8,Con,David Cameron,47171,3,047171-03,b1cd5e51cfe6ba03ca49a0127a4dab9f,both
2015-12-08,8,Con,Mike Penning,54993,2,054993-02,568e51bbb874a0fd86df8b46daf074b4,both
2015-07-09,3,Con,Peter Bottomley,48368,1,048368-01,cae05e2aafbe1380d7e54cc17812ab9c,both
2015-11-18,3,Con,Andrew Griffiths,53421,2,053421-02,3711cbaf429de9a2b19febb46c5edd3c,both
2015-09-15,8,Con,George Freeman,50100,5,050100-05,329b11fe3236b0c78f1411ab430d9aeb,both
2015-09-08,12,Con,Matt Warman,49643,2,049643-02,c140c2ea3e40de5c82f38f8dc5f248de,both
2015-07-20,1,Con,Nicky Morgan,49083,3,049083-03,92d793099f72dabd8c829eae59cc50b0,smarie
2015-06-17,10,Con,George Osborne,46538,3,046538-03,f2c83353cc718207cf7ff5001c0dff22,sjasmin
2015-12-17,11,Con,Alex Chalk,55891,1,055891-01,8d57f1ce06cc08ac9be447d423f6122e,smarie
2015-07-01,10,Con,David Cameron,47743,1,047743-01,a823433fe5fde9623cd6e26267f5f2ad,sjasmin
2015-06-10,10,Con,David Cameron,45977,4,045977-04,2d0ed9d33cf78e38dab2d4efca60017b,smarie
2015-10-15,17,Con,Andrew Bridgen,50993,1,050993-01,b24cd7a25cb7ba661a52de59b5ae2e36,sjasmin
2015-11-04,11,Con,David Cameron,52625,4,052625-04,ce44aa4afa5f1916136f9748cea1721b,smarie
2015-02-10,14,Con,Robert Buckland,42078,3,042078-03,7c384f6abe88072ee4940cceb2e47c4a,sjasmin
2015-03-18,1,Con,Justine Greening,44373,4,044373-04,1851626219555484d7a857947040072e,smarie
2015-01-05,3,Con,Bob Blackman,38969,2,038969-02,e2a51d3d8f543a0a4ea9a952929d8140,sjasmin
2015-01-26,6,Con,Esther McVey,40710,2,040710-02,c1095666ba0cc01a5e4f25aedd94797b,smarie
2015-02-09,16,Con,Theresa May,41892,2,041892-02,735d6629c2ae2ce109d926fbdf78f33d,sjasmin
2015-11-18,4,Con,Stephen Crabb,53438,3,053438-03,7a4c921e8a7fc0b7af32393043c5a250,smarie
2015-07-02,16,Con,Stephen Phillips,47878,2,047878-02,062de7213d5aee355467d5d2ec2e5992,sjasmin
2015-07-14,9,Con,Nigel Evans,48740,1,048740-01,db6f5bdc4f06660b425233b49c05fb49,smarie
2015-10-28,8,Con,David Cameron,52021,2,052021-02,987230e70e20e2b8f6011408d1fbbff8,sjasmin
2015-10-27,3,Con,James Morris,51788,1,051788-01,e384477f9a2864c6f77b915c47949091,smarie
2015-12-17,12,Con,Gary Streeter,55908,2,055908-02,b441e38d2a11c74f56352653faf4d7f6,sjasmin
2015-11-18,2,Con,Alun Cairns,53418,3,053418-03,3bc254bceedc3a05026552fbe32bf3be,smarie
2015-06-02,7,Con,Philip Hollobone,45232,2,045232-02,da6f1c4ac6e2b7a7682c46717f1f0aa5,sjasmin
2015-06-02,7,Con,Jeremy Hunt,45235,3,045235-03,638981b2c5994b7e0d33991c9d3b2675,smarie
2015-03-24,2,Con,Greg Clark,44789,2,044789-02,318d0b67e8e070cf2e0f2455d97cf559,sjasmin
2015-09-16,2,Con,Alun Cairns,50184,2,050184-02,f30ac670a613fa7fdec0a673c05251f0,smarie
