id,year1,year2,month,sourname,objdim,objid,oidclean
822,1970,"1970",6,1,"Geography","Scotland","scotland"
823,1970,"1970",6,1,,"Britain","britain"
824,1970,"1970",6,1,"Geography","Scotland","scotland"
825,1970,"1970",6,1,,"people of Britain","people of britain"
826,1970,"1970",6,1,"Economic class","council house tenants","council house tenants"
827,1970,"1970",6,1,,"taxpayers","taxpayers"
828,1970,"1970",6,1,"Economic class","small businesses","small businesses"
829,1970,"1970",6,1,,"Britain","britain"
830,1970,"1970",6,1,"Other","the most dangerous criminals","the most dangerous criminals"
831,1970,"1970",6,1,,"the (young) people","the young people"
832,1970,"1970",6,1,"Other","the family","the family"
833,1970,"1970",6,1,,"people","people"
834,1970,"1970",6,1,,"individual citizens","individual citizens"
835,1970,"1970",6,1,"Geography","local (government staff)","local government staff"
836,1970,"1970",6,1,"Economic class","children still in poverty","children still in poverty"
837,1970,"1970",6,1,,"Britain","britain"
838,1970,"1970",6,1,"Geography","development areas","development areas"
839,1970,"1970",6,1,"Geography","(development and) intermediate areas","development and intermediate areas"
840,1970,"1970",6,1,"Geography","the Scottish people","the scottish people"
841,1970,"1970",6,1,"Nationality","[entry of] individuals into Britain","entry of individuals into britain"
843,1970,"1970",6,1,"Economic class","those confronted with housing problems","those confronted with housing problems"
844,1970,"1970",6,1,"Other","[children in] families below the poverty line]","children in families below the poverty line"
845,1970,"1970",6,1,,"the public","the public"
846,1970,"1970",6,1,"Health","those who are seriously (ill or) disabled","those who are seriously ill or disabled"
847,1970,"1970",6,1,,"constituents","constituents"
848,1970,"1970",6,1,"Economic class","tenants who cannot afford to pay fair rents","tenants who cannot afford to pay fair rents"
849,1970,"1970",6,1,"Economic class","the unemployed","the unemployed"
850,1970,"1970",6,1,,"a farmer","a farmer"
851,1970,"1970",6,1,,"unofficial minorities [of unions]","unofficial minorities of unions"
852,1970,"1970",6,1,"Economic class","the lower paid","the lower paid"
853,1970,"1970",6,1,,"all citizens","all citizens"
854,1970,"1970",6,1,"Other","(married) couples","married couples"
855,1970,"1970",6,1,,"doctors","doctors"
856,1970,"1970",6,1,,"people","people"
857,1970,"1970",6,1,"Economic class","the homeless","the homeless"
858,1970,"1970",6,1,,"[their] children's [future]","their children's future"
859,1970,"1970",6,1,,"children [in poorer parts of our large cities]","children in poorer parts of our large cities"
860,1970,"1970",6,1,"Health","the chronic sick","the chronic sick"
861,1970,"1970",6,1,,"people","people"
862,1970,"1970",6,1,"Gender","[war pensioners] widows","war pensioners widows"
863,1970,"1970",6,1,"Other","the scroungers","the scroungers"
864,1970,"1970",6,1,,"country","country"
866,1970,"1970",6,1,"Economic class","skilled workers","skilled workers"
867,1970,"1970",6,1,,"unions","unions"
868,1970,"1970",6,1,,"Britain","britain"
869,1970,"1970",6,1,"Other","victim","victim"
870,1970,"1970",6,1,"Geography","the local community","the local community"
871,1970,"1970",6,1,"Age/generation","the retired people","the retired people"
872,1970,"1970",6,1,,"Britain's","britain's"
873,1970,"1970",6,1,,"people","people"
874,1970,"1970",6,1,"Economic class","those whose property is (compulsorily purchased or) adversely affected or blighted by road and redevelopment schemes","those whose property is compulsorily purchased or adversely affected or blighted by road and redevelopment schemes"
875,1970,"1970",6,1,,"[public servant] those who are transferred","public servant those who are transferred"
876,1970,"1970",6,1,"Age/generation","the aged","the aged"
877,1970,"1970",6,1,,"[children] age of eleven","children age of eleven"
878,1970,"1970",6,1,,"any (local) government officer","any local government officer"
879,1970,"1970",6,1,"Geography","Wales","wales"
880,1970,"1970",6,1,,"the nation","the nation"
881,1970,"1970",6,1,,"any civil servant","any civil servant"
882,1970,"1970",6,1,"Other","Parents","parents"
883,1970,"1970",6,1,,"everyone","everyone"
884,1970,"1970",6,1,,"some people","some people"
885,1970,"1970",6,1,"Other","married couples","married couples"
886,1970,"1970",6,1,"Economic class","those in need","those in need"
887,1970,"1970",6,1,"Economic class","Those in Need","those in need"
888,1970,"1970",6,1,,"(farmers) unions","farmers unions"
889,1970,"1970",6,1,,"[medical] staff","medical staff"
890,1970,"1970",6,1,"Geography","development (and intermediate) areas","development and intermediate areas"
891,1970,"1970",6,1,,"they [everyone, changes their job]","they everyone, changes their job"
892,1970,"1970",6,1,"Economic class","small businesses","small businesses"
893,1970,"1970",6,1,,"(help everyone to build a better tomorrow for) themselves","help everyone to build a better tomorrow for themselves"
894,1970,"1970",6,1,"Other","children","children"
895,1970,"1970",6,1,"Economic class","the late developers [students]","the late developers students"
896,1970,"1970",6,1,,"the country","the country"
897,1970,"1970",6,1,,"the volunteer [social worker]","the volunteer social worker"
898,1970,"1970",6,1,"Economic class","the homeless","the homeless"
899,1970,"1970",6,1,,"[unjust dismissal by a] union","unjust dismissal by a union"
900,1970,"1970",6,1,,"country","country"
901,1970,"1970",6,1,"Health","the disabled","the disabled"
902,1970,"1970",6,1,"Gender","[an existing Commonwelath immigrant's] his wife","an existing commonwelath immigrant's his wife"
903,1970,"1970",6,1,,"farmers","farmers"
904,1970,"1970",6,1,,"unions","unions"
905,1970,"1970",6,1,"Economic class","those on housing lists","those on housing lists"
906,1970,"1970",6,1,,"nation","nation"
907,1970,"1970",6,1,"Geography","areas concerned","areas concerned"
908,1970,"1970",6,1,,"Britain","britain"
909,1970,"1970",6,1,"Other","the shirkers","the shirkers"
910,1970,"1970",6,1,"Other","families (without a home or living in intolerable conditions receive priority)","families without a home or living in intolerable conditions receive priority"
911,1970,"1970",6,1,"Health","the disabled","the disabled"
912,1970,"1970",6,1,"Other","consumer","consumer"
913,1970,"1970",6,1,"Geography","every part of our country","every part of our country"
914,1970,"1970",6,1,"Other","(help everyone to build a better tomorrow for their) families","help everyone to build a better tomorrow for their families"
915,1970,"1970",6,1,"Other","families that are homeless","families that are homeless"
916,1970,"1970",6,1,"Geography","England","england"
917,1970,"1970",6,1,,"country","country"
918,1970,"1970",6,1,"Age/generation","those who retired before 1956","those who retired before 1956"
919,1970,"1970",6,1,,"individual","individual"
920,1970,"1970",6,1,,"a child","a child"
921,1970,"1970",6,1,"Economic class","tenants [who wish to buy council estates]","tenants who wish to buy council estates"
922,1970,"1970",6,1,,"farmers (unions)","farmers unions"
923,1970,"1970",6,1,"Other","the criminal who (causes personal injury or) damages property","the criminal who causes personal injury or damages property"
924,1970,"1970",6,1,"Geography","Wales","wales"
925,1970,"1970",6,1,"Age/generation","a widow just under fifty","a widow just under fifty"
926,1970,"1970",6,1,"Economic class","some [final year of school] children","some final year of school children"
927,1970,"1970",6,1,"Geography","(any) local (government officer)","any local government officer"
928,1970,"1970",6,1,"Age/generation","pensioners","pensioners"
929,1970,"1970",6,1,"Health","the chronic sick","the chronic sick"
930,1970,"1970",6,1,"Age/generation","the over-80s without pensions","the over-80s without pensions"
931,1970,"1970",6,1,,"Britain","britain"
932,1970,"1970",6,1,"Age/generation","the over-eighties","the over-eighties"
933,1970,"1970",6,1,"Economic class","those in need","those in need"
934,1970,"1970",6,1,"Economic class","tenants, whether on a private property (or of a council house)","tenants, whether on a private property or of a council house"
935,1970,"1970",6,1,,"children (still in poverty)","children still in poverty"
936,1970,"1970",6,1,,"men","men"
937,1970,"1970",6,1,"Economic class","those now working","those now working"
938,1970,"1970",6,1,"Geography","Edinburgh","edinburgh"
939,1970,"1970",6,1,"Gender","widow (just under fifty)","widow just under fifty"
940,1970,"1970",6,1,,"every child","every child"
941,1970,"1970",6,1,"Economic class","management","management"
942,1970,"1970",6,1,,"country","country"
943,1970,"1970",6,1,"Geography","Northern Ireland","northern ireland"
944,1970,"1970",6,1,"Economic class","families (without a home or) living in intolerable conditions)","families without a home or living in intolerable conditions"
945,1970,"1970",6,1,"Economic class","family [in poverty]","family in poverty"
946,1970,"1970",6,1,,"children's [income]","children's income"
947,1970,"1970",6,1,,"people","people"
948,1970,"1970",6,1,"Geography","development area","development area"
949,1970,"1970",6,1,,"country","country"
950,1970,"1970",6,1,"Geography","development areas","development areas"
951,1970,"1970",6,1,"Geography","Northern Ireland","northern ireland"
952,1970,"1970",6,1,,"children [in families below the poverty line]","children in families below the poverty line"
953,1970,"1970",6,1,"Gender","men","men"
954,1970,"1970",6,1,,"Britain","britain"
955,1970,"1970",6,1,"Economic class","those in need","those in need"
956,1970,"1970",6,1,"Economic class","children living in poverty","children living in poverty"
957,1970,"1970",6,1,"Gender","women","women"
958,1970,"1970",6,1,"Other","the demonstrator who uses violence","the demonstrator who uses violence"
959,1970,"1970",6,1,,"civil servants","civil servants"
960,1970,"1970",6,1,,"Britain","britain"
961,1970,"1970",6,1,,"trade unions","trade unions"
962,1970,"1970",6,1,"Health","handicapped people","handicapped people"
963,1970,"1970",6,1,"Gender","deserted wives","deserted wives"
964,1970,"1970",6,1,,"all the people","all the people"
965,1970,"1970",6,1,,"[an existing Commonwelath immigrant's] his young children","an existing commonwelath immigrant's his young children"
966,1970,"1970",6,1,,"Britain","britain"
967,1970,"1970",6,1,,"unions","unions"
968,1970,"1970",6,1,"Geography","the South West","the south west"
969,1970,"1970",6,1,,"citizen","citizen"
970,1970,"1970",6,1,"Geography","less prosperous areas","less prosperous areas"
971,1970,"1970",6,1,"Economic class","managers","managers"
972,1970,"1970",6,1,,"children","children"
973,1970,"1970",6,1,"Geography","all areas","all areas"
974,1970,"1970",6,1,"Other","the majority of our nation","the majority of our nation"
975,1970,"1970",6,1,"Other","many families","many families"
976,1970,"1970",6,1,"Nationality","the holder [of work permits]","the holder of work permits"
977,1970,"1970",6,1,,"the people","the people"
978,1970,"1970",6,1,"Nationality","Commonwealth immigrants","commonwealth immigrants"
979,1970,"1970",6,1,"Religion","women","women"
980,1970,"1970",6,1,,"United Kingdom","united kingdom"
981,1970,"1970",6,1,"Age/generation","the old","the old"
982,1970,"1970",6,1,,"Britain","britain"
983,1970,"1970",6,1,,"individual citizen","individual citizen"
984,1970,"1970",6,1,"Economic class","small firm","small firm"
985,1970,"1970",6,1,"Gender","a woman (who is just over fifty when she is widowed)","a woman who is just over fifty when she is widowed"
986,1970,"1970",6,1,,"local government staff","local government staff"
987,1970,"1970",6,1,,"people","people"
988,1970,"1970",6,1,"Geography","Scotland","scotland"
989,1970,"1970",6,1,"Geography","prosperous areas","prosperous areas"
990,1970,"1970",6,1,"Other","parents","parents"
991,1970,"1970",6,1,,"people","people"
992,1970,"1970",6,1,,"children","children"
993,1970,"1970",6,1,"Geography","Scotland","scotland"
994,1970,"1970",6,1,,"the Citizen","the citizen"
995,1970,"1970",6,1,"Economic class","those most in need","those most in need"
996,1970,"1970",6,1,,"All children","all children"
997,1970,"1970",6,1,,"they [people]","they people"
998,1970,"1970",6,1,"Other","every family","every family"
999,1970,"1970",6,1,,"men","men"
1000,1970,"1970",6,1,,"everyone","everyone"
1001,1970,"1970",6,1,,"women","women"
1002,1970,"1970",6,1,"Geography","Northern Ireland","northern ireland"
1003,1970,"1970",6,1,"Nationality","existing Commonwealth immigrant","existing commonwealth immigrant"
1004,1970,"1970",6,1,,"individual citizens","individual citizens"
1005,1970,"1970",6,1,"Economic class","families that need them [family allowances]","families that need them family allowances"
1006,1970,"1970",6,1,"Other","(families) that are homeless","families that are homeless"
1007,1970,"1970",6,1,"Gender","women","women"
1008,1970,"1970",6,1,,"individuals","individuals"
1009,1970,"1970",6,1,,"the individual","the individual"
1010,1970,"1970",6,1,"Health","those who are seriously ill (or disabled)","those who are seriously ill or disabled"
1011,1970,"1970",6,1,,"ratepayers","ratepayers"
1012,1970,"1970",6,1,,"the British people","the british people"
1013,1970,"1970",6,1,"Economic class","management","management"
1014,1970,"1970",6,1,"Other","families","families"
1015,1970,"1970",6,1,"Economic class","employers","employers"
1016,1970,"1970",6,1,,"people","people"
1017,1970,"1970",6,1,"Geography","Northern Ireland","northern ireland"
1018,1970,"1970",6,1,"Geography","[freight depots] outside the urban areas","freight depots outside the urban areas"
1019,1970,"1970",6,1,,"Britain","britain"
1020,1970,"1970",6,1,,"[work permit holder] his dependants","work permit holder his dependants"
1021,1970,"1970",6,1,"Age/generation","the elderly","the elderly"
1022,1970,"1970",6,1,"Health","patients","patients"
1023,1970,"1970",6,1,,"Britain","britain"
1024,1970,"1970",6,1,,"the children","the children"
1025,1970,"1970",6,1,"Other","other families [making more money than those that would be affected by a negative income tax]","other families making more money than those that would be affected by a negative income tax"
1026,1970,"1970",6,1,,"taxpayer","taxpayer"
1027,1970,"1970",6,1,,"people","people"
1028,1970,"1970",6,1,"Geography","all citizens in that part of the United Kingdom [Northern Ireland]","all citizens in that part of the united kingdom northern ireland"
1029,1970,"1970",6,1,"Age/generation","war pensioners","war pensioners"
1030,1970,"1970",6,1,,"people","people"
1031,1970,"1970",6,1,"Geography","Northern Ireland","northern ireland"
1032,1970,"1970",6,1,"Gender","Women","women"
1033,1970,"1970",6,1,"Economic class","Small businesses","small businesses"
1034,1970,"1970",6,1,,"civil servants","civil servants"
1035,1970,"1970",6,1,,"the children","the children"
1036,1970,"1970",6,1,,"people","people"
1037,1970,"1970",6,1,,"those working in the health service","those working in the health service"
1038,1970,"1970",6,1,"Age/generation","the elderly","the elderly"
1039,1970,"1970",6,1,,"civil servants","civil servants"
1040,1970,"1970",6,1,,"the country","the country"
1041,1970,"1970",6,1,"Geography","Scotland","scotland"
1042,1970,"1970",6,1,,"(young) people","young people"
1043,1970,"1970",6,1,"Age/generation","young [couples]","young couples"
1044,1970,"1970",6,1,"Geography","most regions of England","most regions of england"
1045,1970,"1970",6,1,"Economic class","pensioners","pensioners"
1046,1970,"1970",6,1,"Age/generation","old people","old people"
1047,1970,"1970",6,1,"Age/generation","young [people in this country]","young people in this country"
1048,1970,"1970",6,1,,"people [promised a new home]","people promised a new home"
1049,1970,"1970",6,1,,"nation","nation"
1050,1970,"1970",6,1,"Geography","Wales","wales"
1051,1970,"1970",6,1,,"taxpayer","taxpayer"
1052,1970,"1970",6,1,"Other","families","families"
1053,1970,"1970",6,1,"Economic class","the poor","the poor"
1054,1970,"1970",6,1,,"(mentally ill) people","mentally ill people"
1055,1970,"1970",6,1,"Age/generation","existing pensioners","existing pensioners"
1056,1970,"1970",6,1,,"(old) people","old people"
1057,1970,"1970",6,1,,"[young] people in this country","young people in this country"
1058,1970,"1970",6,1,"Other","[young] couples","young couples"
1059,1970,"1970",6,1,"Other","family","family"
1060,1970,"1970",6,1,"Gender","housewives","housewives"
1061,1970,"1970",6,1,"Health","the disabled","the disabled"
1062,1970,"1970",6,1,,"Britain","britain"
1063,1970,"1970",6,1,"Age/generation","young (people)","young people"
1064,1970,"1970",6,1,,"people","people"
1065,1970,"1970",6,1,"Economic class","the badly housed","the badly housed"
1066,1970,"1970",6,1,"Health","mentally ill people","mentally ill people"
1067,1970,"1970",6,1,"Economic class","the homeless","the homeless"
1068,1970,"1970",6,1,,"farmers","farmers"
1069,1970,"1970",6,1,,"ss","ss"
1070,1970,"1970",6,2,"Geography","the South","the south"
1071,1970,"1970",6,2,,"farmers","farmers"
1072,1970,"1970",6,2,"Health","the very severely disabled","the very severely disabled"
1073,1970,"1970",6,2,"Geography","the aras of exapansion in the Midlands","the aras of exapansion in the midlands"
1074,1970,"1970",6,2,"Economic class","the North West","the north west"
1075,1970,"1970",6,2,,"Britain","britain"
1076,1970,"1970",6,2,"Geography","the Midlands","the midlands"
1077,1970,"1970",6,2,,"the British people","the british people"
1078,1970,"1970",6,2,"Geography","Northern Ireland","northern ireland"
1079,1970,"1970",6,2,"Geography","England","england"
1080,1970,"1970",6,2,"Economic class","the lower-paid","the lower-paid"
1081,1970,"1970",6,2,,"nurses","nurses"
1082,1970,"1970",6,2,,"large areas of Britain","large areas of britain"
1083,1970,"1970",6,2,,"people","people"
1084,1970,"1970",6,2,,"doctors","doctors"
1085,1970,"1970",6,2,"Geography","Scotland","scotland"
1086,1970,"1970",6,2,"Geography","the areas of expansion in...the South East","the areas of expansion in...the south east"
1087,1970,"1970",6,2,"Geography","the North","the north"
1088,1970,"1970",6,2,"Geography","Wales","wales"
1089,1970,"1970",6,2,"Geography","the far South West","the far south west"
1090,1970,"1970",6,2,"Geography","Wales","wales"
1091,1970,"1970",6,2,"Economic class","the few","the few"
1092,1970,"1970",6,2,"Age/generation","old people","old people"
1093,1970,"1970",6,2,,"farmer","farmer"
1094,1970,"1970",6,2,,"all men of good will","all men of good will"
1095,1970,"1970",6,2,,"United Kingdom","united kingdom"
1096,1970,"1970",6,2,,"Britain","britain"
1097,1970,"1970",6,2,"Geography","Wales","wales"
1098,1970,"1970",6,2,"Geography","Wales","wales"
1099,1970,"1970",6,2,"Economic class","law breakers","law breakers"
1100,1970,"1970",6,2,,"people","people"
1101,1970,"1970",6,2,"Other","the community","the community"
1102,1970,"1970",6,2,,"magistrates","magistrates"
1103,1970,"1970",6,2,"Geography","Wales","wales"
1104,1970,"1970",6,2,"Other","one million families","one million families"
1105,1970,"1970",6,2,,"all its (i.e. society's) members","all its i.e. society's members"
1106,1970,"1970",6,2,"Health","the long-term sick","the long-term sick"
1107,1970,"1970",6,2,"Age/generation","young people","young people"
1108,1970,"1970",6,2,"Geography","Scotland","scotland"
1110,1970,"1970",6,2,"Gender","men","men"
1111,1970,"1970",6,2,"Economic class","hte non-earner","hte non-earner"
1112,1970,"1970",6,2,"Other","parents","parents"
1113,1970,"1970",6,2,"Gender","women","women"
1114,1970,"1970",6,2,"Gender","women","women"
1115,1970,"1970",6,2,,"the whole of Britain","the whole of britain"
1116,1970,"1970",6,2,,"Britain","britain"
1117,1970,"1970",6,2,,"unions","unions"
1118,1970,"1970",6,2,"Gender","widows","widows"
1119,1970,"1970",6,2,"Economic class","One million leaseholders","one million leaseholders"
1120,1970,"1970",6,2,,"People","people"
1121,1970,"1970",6,2,"Economic class","those on average (and above average) pay","those on average and above average pay"
1122,1970,"1970",6,2,"Geography","Scotland","scotland"
1123,1970,"1970",6,2,,"all children","all children"
1124,1970,"1970",6,2,,"doctors","doctors"
1125,1970,"1970",6,2,,"(all the people)(of Britain)","all the peopleof britain"
1126,1970,"1970",6,2,"Other","the community","the community"
1127,1970,"1970",6,2,"Geography","England","england"
1128,1970,"1970",6,2,"Other","the wider community","the wider community"
1129,1970,"1970",6,2,,"everyone","everyone"
1130,1970,"1970",6,2,,"children","children"
1131,1970,"1970",6,2,,"the under-fives","the under-fives"
1132,1970,"1970",6,2,"Geography","Wales","wales"
1133,1970,"1970",6,2,"Religion","minorities (of religion)","minorities of religion"
1134,1970,"1970",6,2,,"trade unions","trade unions"
1135,1970,"1970",6,2,"Ethnicity/race","minorities (of race or colour)","minorities of race or colour"
1136,1970,"1970",6,2,"Health","people killed and seriously injured","people killed and seriously injured"
1137,1970,"1970",6,2,,"the national as a whole","the national as a whole"
1138,1970,"1970",6,2,"Economic class","15m. workpeople","15m. workpeople"
1139,1970,"1970",6,2,"Economic class","those least able to care for themselves","those least able to care for themselves"
1140,1970,"1970",6,2,"Geography","(every citizen of) Northern Ireland","every citizen of northern ireland"
1141,1970,"1970",6,2,"Other","parents","parents"
1142,1970,"1970",6,2,,"1,400,000 people","1,400,000 people"
1143,1970,"1970",6,2,"Geography","England","england"
1144,1970,"1970",6,2,"Economic class","developers","developers"
1145,1970,"1970",6,2,"Geography","Cwmbran","cwmbran"
1146,1970,"1970",6,2,"Economic class","the unemployed","the unemployed"
1147,1970,"1970",6,2,"Geography","the Midlands","the midlands"
1148,1970,"1970",6,2,"Age/generation","the adult community","the adult community"
1149,1970,"1970",6,2,,"children","children"
1150,1970,"1970",6,2,,"Britain","britain"
1151,1970,"1970",6,2,"Geography","Milton Keynes","milton keynes"
1152,1970,"1970",6,2,"Geography","Northern Ireland","northern ireland"
1153,1970,"1970",6,2,"Economic class","man employed","man employed"
1154,1970,"1970",6,2,"Age/generation","old people","old people"
1155,1970,"1970",6,2,,"Britain","britain"
1156,1970,"1970",6,2,,"workers' representatives","workers' representatives"
1157,1970,"1970",6,2,"Geography","Wales","wales"
1158,1970,"1970",6,2,,"our country","our country"
1159,1970,"1970",6,2,,"different parts of the country","different parts of the country"
1160,1970,"1970",6,2,"Economic class","25,000 students","25,000 students"
1161,1970,"1970",6,2,"Economic class","leaseholder","leaseholder"
1162,1970,"1970",6,2,,"the country's","the country's"
1163,1970,"1970",6,2,"Geography","Scotland","scotland"
1164,1970,"1970",6,2,"Economic class","full-time students (in colleges and universities)","full-time students in colleges and universities"
1165,1970,"1970",6,2,,"the rest of the United Kingdom (i.e. Great Britain)","the rest of the united kingdom i.e. great britain"
1166,1970,"1970",6,2,,"80 per cent of our nation's children","80 per cent of our nation's children"
1167,1970,"1970",6,2,"Other","(low-income) families","low-income families"
1168,1970,"1970",6,2,"Gender","men","men"
1169,1970,"1970",6,2,,"Britain","britain"
1170,1970,"1970",6,2,"Geography","Lancashire","lancashire"
1171,1970,"1970",6,2,"Economic class","(young people) in full-time higher education","young people in full-time higher education"
1172,1970,"1970",6,2,,"individuals","individuals"
1173,1970,"1970",6,2,"Geography","the different parts of the United Kingdom","the different parts of the united kingdom"
1174,1970,"1970",6,2,"Geography","Scotland","scotland"
1175,1970,"1970",6,2,,"those who are not solely moved by the search for profit or the hope of persnoal gain","those who are not solely moved by the search for profit or the hope of persnoal gain"
1176,1970,"1970",6,2,"Economic class","(full-time) students in colleges (and universities)","full-time students in colleges and universities"
1177,1970,"1970",6,2,,"(the different areas of) Britain","the different areas of britain"
1178,1970,"1970",6,2,"Economic class","employers","employers"
1179,1970,"1970",6,2,,"500,000 apprentices","500,000 apprentices"
1180,1970,"1970",6,2,,"Britain","britain"
1181,1970,"1970",6,2,"Economic class","(full-time) students in (colleges and) universities","full-time students in colleges and universities"
1182,1970,"1970",6,2,"Health","disabled","disabled"
1183,1970,"1970",6,2,,"trade unions","trade unions"
1184,1970,"1970",6,2,"Economic class","every worker","every worker"
1185,1970,"1970",6,2,"Economic class","consumer","consumer"
1186,1970,"1970",6,2,"Age/generation","the generation that follows","the generation that follows"
1187,1970,"1970",6,2,,"nurses","nurses"
1188,1970,"1970",6,2,"Economic class","those who...are unable to provide for themselves...on account of other circumstances","those who...are unable to provide for themselves...on account of other circumstances"
1189,1970,"1970",6,2,"Health","the mentally handicapped","the mentally handicapped"
1190,1970,"1970",6,2,"Geography","Deeside","deeside"
1191,1970,"1970",6,2,"Gender","women","women"
1192,1970,"1970",6,2,"Geography","Humberside","humberside"
1193,1970,"1970",6,2,"Economic class","those on (average and) above average pay","those on average and above average pay"
1194,1970,"1970",6,2,"Geography","Scotland","scotland"
1195,1970,"1970",6,2,,"Britain","britain"
1196,1970,"1970",6,2,"Geography","Newtown","newtown"
1197,1970,"1970",6,2,"Gender","widow","widow"
1198,1970,"1970",6,2,,"Britain","britain"
1199,1970,"1970",6,2,"Geography","(twilight areas of) our large cities","twilight areas of our large cities"
1200,1970,"1970",6,2,"Gender","the wife","the wife"
1201,1970,"1970",6,2,"Age/generation","young people (in full-time higher education)","young people in full-time higher education"
1202,1970,"1970",6,2,"Gender","the widow","the widow"
1203,1970,"1970",6,2,"Other","prisoner","prisoner"
1204,1970,"1970",6,2,,"Britain","britain"
1205,1970,"1970",6,2,"Geography","Wales","wales"
1206,1970,"1970",6,2,"Other","single-parent family","single-parent family"
1207,1970,"1970",6,2,"Age/generation","elderly (sick)","elderly sick"
1208,1970,"1970",6,2,"Economic class","trained staff","trained staff"
1209,1970,"1970",6,2,,"people","people"
1210,1970,"1970",6,2,,"workers' representatives","workers' representatives"
1211,1970,"1970",6,2,,"every region","every region"
1212,1970,"1970",6,2,,"all people","all people"
1213,1970,"1970",6,2,,"teachers","teachers"
1214,1970,"1970",6,2,"Age/generation","young (offender)","young offender"
1215,1970,"1970",6,2,"Geography","the North East","the north east"
1216,1970,"1970",6,2,"Health","(elderly) sick","elderly sick"
1217,1970,"1970",6,2,"Economic class","employees","employees"
1218,1970,"1970",6,2,"Gender","widows","widows"
1219,1970,"1970",6,2,"Geography","the eight new planning regions of England","the eight new planning regions of england"
1220,1970,"1970",6,2,,"people","people"
1221,1970,"1970",6,2,"Geography","Tayside","tayside"
1222,1970,"1970",6,2,"Age/generation","the aged","the aged"
1223,1970,"1970",6,2,,"our people","our people"
1224,1970,"1970",6,2,"Geography","Northern Ireland","northern ireland"
1225,1970,"1970",6,2,,"Britain","britain"
1226,1970,"1970",6,2,,"Britain","britain"
1227,1970,"1970",6,2,,"its (i.e. Britain's) people","its i.e. britain's people"
1228,1970,"1970",6,2,"Geography","the Home Counties","the home counties"
1229,1970,"1970",6,2,,"nurses","nurses"
1230,1970,"1970",6,2,"Geography","Mid-Wales","mid-wales"
1231,1970,"1970",6,2,"Economic class","for those who seek it (i.e. work)","for those who seek it i.e. work"
1232,1970,"1970",6,2,"Economic class","the very large firms","the very large firms"
1233,1970,"1970",6,2,"Economic class","three million on low incomes","three million on low incomes"
1234,1970,"1970",6,2,"Geography","the Regions","the regions"
1235,1970,"1970",6,2,,"children","children"
1236,1970,"1970",6,2,"Geography","twlight areas (of our large cities)","twlight areas of our large cities"
1237,1970,"1970",6,2,,"people","people"
1238,1970,"1970",6,2,"Health","the mentally handicapped","the mentally handicapped"
1239,1970,"1970",6,2,,"people","people"
1240,1970,"1970",6,2,"Health","the mentally ill","the mentally ill"
1241,1970,"1970",6,2,,"teachers","teachers"
1242,1970,"1970",6,2,"Economic class","low income (families)","low income families"
1243,1970,"1970",6,2,,"Britain","britain"
1244,1970,"1970",6,2,"Gender","women","women"
1245,1970,"1970",6,2,"Economic class","the rural community","the rural community"
1246,1970,"1970",6,2,"Economic class","redundant workers","redundant workers"
1247,1970,"1970",6,2,"Other","vandals","vandals"
1248,1970,"1970",6,2,"Geography","Peterborough","peterborough"
1249,1970,"1970",6,2,"Geography","Scotland","scotland"
1250,1970,"1970",6,2,,"Britain","britain"
1251,1970,"1970",6,2,"Other","occupants (i.e. of older houses)","occupants i.e. of older houses"
1252,1970,"1970",6,2,"Geography","the different regions (of our country)","the different regions of our country"
1253,1970,"1970",6,2,,"teachers","teachers"
1254,1970,"1970",6,2,"Other","families","families"
1255,1970,"1970",6,2,,"Britain","britain"
1256,1970,"1970",6,2,,"Britain","britain"
1257,1970,"1970",6,2,"Geography","Ulster","ulster"
1258,1970,"1970",6,2,"Geography","central Lancashire","central lancashire"
1259,1970,"1970",6,2,"Geography","Wales","wales"
1260,1970,"1970",6,2,,"other (i.e. NHS) staffs","other i.e. nhs staffs"
1261,1970,"1970",6,2,"Age/generation","those who...are unable to provide for themselves...on account of age","those who...are unable to provide for themselves...on account of age"
1262,1970,"1970",6,2,,"(all the people of) Britain","all the people of britain"
1263,1970,"1970",6,2,,"(i.e. the) governed","i.e. the governed"
1264,1970,"1970",6,2,"Economic class","workers","workers"
1265,1970,"1970",6,2,,"other (i.e. NHS) staff","other i.e. nhs staff"
1266,1970,"1970",6,2,"Geography","Erskine","erskine"
1267,1970,"1970",6,2,"Economic class","Wales","wales"
1268,1970,"1970",6,2,"Geography","the North of England","the north of england"
1269,1970,"1970",6,2,"Geography","Northern Ireland","northern ireland"
1270,1970,"1970",6,2,,"teachers","teachers"
1271,1970,"1970",6,2,"Health","the sick","the sick"
1272,1970,"1970",6,2,"Geography","Wales","wales"
1273,1970,"1970",6,2,"Geography","Glasgow","glasgow"
1274,1970,"1970",6,2,"Age/generation","adults of all ages","adults of all ages"
1275,1970,"1970",6,2,"Geography","the different areas (of Britain)","the different areas of britain"
1276,1970,"1970",6,2,,"citizens","citizens"
1277,1970,"1970",6,2,"Other","the community","the community"
1278,1970,"1970",6,2,"Other","prisoner","prisoner"
1279,1970,"1970",6,2,"Geography","Lanarkshire","lanarkshire"
1280,1970,"1970",6,2,,"Britain","britain"
1281,1970,"1970",6,2,"Geography","Wales","wales"
1282,1970,"1970",6,2,,"people","people"
1283,1970,"1970",6,2,"Geography","communities","communities"
1284,1970,"1970",6,2,,"Britain","britain"
