id,year1,month,sourname,claimsta,claimpar,objid,objtype,objdim,subtype,subparty,subpres,reltype,reldirec,vers
3738,1987,6,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3739,1987,6,1,1,"Conservative Party","consultants (in NHS)","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
3740,1987,6,1,1,"Conservative Party","customers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
3741,1987,6,1,1,"Conservative Party","people","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
3742,1987,6,1,1,"Conservative Party","villages","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
3743,1987,6,1,1,"Conservative Party","accountants","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3744,1987,6,1,1,"Conservative Party","our fishermen","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
3745,1987,6,1,1,"Conservative Party","every employee","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
3746,1987,6,1,1,"Conservative Party","council house tenants","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3747,1987,6,1,1,"Conservative Party","farmers in Less Favoured Areas","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3748,1987,6,1,1,"Conservative Party","British citizens","Social group","Nationality",1,"Conservative Party",1,"Indirect","Positive/associate",1
3749,1987,6,1,1,"Conservative Party","so many people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3750,1987,6,1,1,"Conservative Party","the unemployed","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3751,1987,6,1,1,"Conservative Party","employers","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
3752,1987,6,1,1,"Conservative Party","the inner cities","Social group","Geography",1,"Conservative Party",2,"Direct","Positive/associate",1
3753,1987,6,1,1,"Conservative Party","broadcasters","Professional group",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3754,1987,6,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3755,1987,6,1,1,"Conservative Party","parents","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
3756,1987,6,1,1,"Conservative Party","families with children","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
3757,1987,6,1,1,"Conservative Party","the people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3758,1987,6,1,1,"Conservative Party","the citizen","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3759,1987,6,1,1,"Conservative Party","the pensioner","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
3760,1987,6,1,1,"Conservative Party","everyone who is under 50 and who has been unemployed for more than two years","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3761,1987,6,1,1,"Conservative Party","those suffering long-term sickness","Social group","Health",1,"Conservative Party",2,"Indirect","Positive/associate",1
3762,1987,6,1,1,"Conservative Party","patients","Social group","Health",1,"Conservative Party",1,"Direct","Positive/associate",1
3763,1987,6,1,1,"Conservative Party","the nation","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3764,1987,6,1,1,"Conservative Party","parents","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
3765,1987,6,1,1,"Conservative Party","workforce","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
3766,1987,6,1,1,"Conservative Party","old people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
3767,1987,6,1,1,"Conservative Party","trade unions","Interest group",,1,"Conservative Party",2,"Indirect","Negative/dissociate",1
3768,1987,6,1,1,"Conservative Party","the nation","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3769,1987,6,1,1,"Conservative Party","employees","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
3770,1987,6,1,1,"Conservative Party","100.000 people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3771,1987,6,1,1,"Conservative Party","women","Social group","Gender",1,"Conservative Party",1,"Indirect","Positive/associate",1
3772,1987,6,1,1,"Conservative Party","the victims of crime","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
3773,1987,6,1,1,"Conservative Party","hooligans","Other",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3774,1987,6,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
3775,1987,6,1,1,"Conservative Party","elderly people","Social group","Age/generation",1,"Conservative Party",2,"Indirect","Positive/associate",1
3776,1987,6,1,1,"Conservative Party","employees","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3777,1987,6,1,1,"Conservative Party","elderly people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
3778,1987,6,1,1,"Conservative Party","disabled","Social group","Health",1,"Conservative Party",2,"Direct","Positive/associate",1
3779,1987,6,1,1,"Conservative Party","management (in NHS)","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
3780,1987,6,1,1,"Conservative Party","landlords","Social group","Economic class",1,"Conservative Party",1,"Indirect","Indiscernible",1
3781,1987,6,1,1,"Conservative Party","everyone aged between 18 and 25 years","Social group","Age/generation",1,"Conservative Party",2,"Indirect","Positive/associate",1
3782,1987,6,1,1,"Conservative Party","families","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
3783,1987,6,1,1,"Conservative Party","the many","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
3784,1987,6,1,1,"Conservative Party","management","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
3785,1987,6,1,1,"Conservative Party","children","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
3786,1987,6,1,1,"Conservative Party","the consumers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
3787,1987,6,1,1,"Conservative Party","the public","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3788,1987,6,1,1,"Conservative Party","management","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3789,1987,6,1,1,"Conservative Party","the academic community","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
3790,1987,6,1,1,"Conservative Party","disabled people","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
3791,1987,6,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3792,1987,6,1,1,"Conservative Party","the nation","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3793,1987,6,1,1,"Conservative Party","tenants","Social group","Economic class",1,"Conservative Party",1,"Indirect","Indiscernible",1
3794,1987,6,1,1,"Conservative Party","everyone","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
3795,1987,6,1,1,"Conservative Party","long-term unemployed","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3796,1987,6,1,1,"Conservative Party","schoool-leavers","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
3797,1987,6,1,1,"Conservative Party","solicitors","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3798,1987,6,1,1,"Conservative Party","a million and a half people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3799,1987,6,1,1,"Conservative Party","young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
3800,1987,6,1,1,"Conservative Party","tenants","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
3801,1987,6,1,1,"Conservative Party","groups of tenants","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3802,1987,6,1,1,"Conservative Party","individual trade unionist","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3803,1987,6,1,1,"Conservative Party","criminals","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3804,1987,6,1,1,"Conservative Party","the victims of crime","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
3805,1987,6,1,1,"Conservative Party","families","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3806,1987,6,1,1,"Conservative Party","young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
3807,1987,6,1,1,"Conservative Party","the taxpayer","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
3808,1987,6,1,1,"Conservative Party","the public","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
3809,1987,6,1,1,"Conservative Party","unemployed people","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3810,1987,6,1,1,"Conservative Party","Britain","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3811,1987,6,1,1,"Conservative Party","the family man on average earnings","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
3812,1987,6,1,1,"Conservative Party","the unions","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3813,1987,6,1,1,"Conservative Party","so many people","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3814,1987,6,1,1,"Conservative Party","families","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3815,1987,6,1,1,"Conservative Party","country","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3816,1987,6,1,1,"Conservative Party","the nation","General public",,1,"Labour Party",1,"Direct","Negative/dissociate",1
3817,1987,6,1,1,"Conservative Party","Brittain","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3818,1987,6,1,1,"Conservative Party","our people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3819,1987,6,1,1,"Conservative Party","nation","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3820,1987,6,1,1,"Conservative Party","the average pensioner","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
3821,1987,6,1,1,"Conservative Party","ratepayers","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3822,1987,6,1,1,"Conservative Party","nurses","Professional group",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3823,1987,6,1,1,"Conservative Party","everyone","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3824,1987,6,1,1,"Conservative Party","Britain","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3825,1987,6,1,1,"Conservative Party","Britain","General public",,1,"Labour Party",1,"Direct","Negative/dissociate",1
3826,1987,6,1,1,"Conservative Party","everyone","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3827,1987,6,1,1,"Conservative Party","us","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3828,1987,6,1,1,"Conservative Party","consumers","Social group","Other",1,"Labour Party",1,"Indirect","Negative/dissociate",1
3829,1987,6,1,1,"Conservative Party","we","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
3830,1987,6,1,1,"Conservative Party","companies","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
3831,1987,6,1,1,"Conservative Party","our inner cities","Social group","Geography",1,"Labour Party",1,"Direct","Negative/dissociate",1
3832,1987,6,1,1,"Conservative Party","everyone","General public",,1,"Liberal Democrats",1,"Indirect","Negative/dissociate",1
3833,1987,6,1,1,"Conservative Party","companies","Social group","Economic class",1,"Liberal Party",1,"Indirect","Negative/dissociate",1
3834,1987,6,1,1,"Conservative Party","ratepayers","General public",,1,"Liberal Party",1,"Indirect","Negative/dissociate",1
3835,1987,6,1,1,"Conservative Party","companies","Social group","Economic class",1,"Other",1,"Indirect","Negative/dissociate",1
3836,1987,6,1,1,"Conservative Party","everyone","General public",,1,"Other",1,"Indirect","Negative/dissociate",1
3837,1987,6,1,1,"Conservative Party","ratepayers","General public",,1,"Other",1,"Indirect","Negative/dissociate",1
3838,1987,6,2,2,"Labour Party","the family","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3839,1987,6,2,2,"Labour Party","speculators","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3840,1987,6,2,2,"Labour Party","non-unionist","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
3841,1987,6,2,2,"Labour Party","everyone needing to use it (NHS)","Social group","Health",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3842,1987,6,2,2,"Labour Party","the whole nation","General public",,1,"Conservative Party",1,"Direct","Negative/dissociate",1
3843,1987,6,2,2,"Labour Party","old people","Social group","Age/generation",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3844,1987,6,2,2,"Labour Party","the rich","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3845,1987,6,2,2,"Labour Party","trade union","Interest group",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3846,1987,6,2,2,"Labour Party","building workers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3847,1987,6,2,2,"Labour Party","the poor","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3848,1987,6,2,2,"Labour Party","the needy","Social group","Other",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3849,1987,6,2,2,"Labour Party","people","General public",,1,"Conservative Party",1,"Direct","Negative/dissociate",1
3850,1987,6,2,2,"Labour Party","the nation","General public",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3851,1987,6,2,2,"Labour Party","families","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3852,1987,6,2,2,"Labour Party","the richest 5 per cent","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3853,1987,6,2,2,"Labour Party","all who use the service (NHS)","Social group","Health",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3854,1987,6,2,2,"Labour Party","regions","Social group","Geography",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3855,1987,6,2,2,"Labour Party","(young) unemployed people","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3856,1987,6,2,2,"Labour Party","Workers","Social group","Economic class",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3857,1987,6,2,2,"Labour Party","employers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
3858,1987,6,2,2,"Labour Party","urban areas","Social group","Geography",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3859,1987,6,2,2,"Labour Party","those who can afford to buy privilege","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
3860,1987,6,2,2,"Labour Party","married couple","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
3861,1987,6,2,2,"Labour Party","Britain","General public",,1,"Conservative Party",1,"Direct","Negative/dissociate",1
3862,1987,6,2,2,"Labour Party","all Britain's people","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
3863,1987,6,2,2,"Labour Party","men","Social group","Gender",1,"Conservative Party",2,"Indirect","Positive/associate",1
3864,1987,6,2,2,"Labour Party","rich and poor","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3865,1987,6,2,2,"Labour Party","that great majority who are neither rich nor poor","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3866,1987,6,2,2,"Labour Party","inner city","Social group","Geography",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3867,1987,6,2,2,"Labour Party","young","Social group","Age/generation",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3868,1987,6,2,2,"Labour Party","private and public tenants","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3869,1987,6,2,2,"Labour Party","white and black","Social group","Ethnicity/race",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3870,1987,6,2,2,"Labour Party","Britain","General public",,1,"Conservative Party",1,"Direct","Negative/dissociate",1
3871,1987,6,2,2,"Labour Party","Front line forces (military)","Professional group",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3872,1987,6,2,2,"Labour Party","workers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3873,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3874,1987,6,2,2,"Labour Party","town and cities","Social group","Geography",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3875,1987,6,2,2,"Labour Party","inner-city areas","Social group","Geography",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3876,1987,6,2,2,"Labour Party","young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3877,1987,6,2,2,"Labour Party","the rural areas","Social group","Geography",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3878,1987,6,2,2,"Labour Party","pensioners","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3879,1987,6,2,2,"Labour Party","young (unemployed) people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3880,1987,6,2,2,"Labour Party","old","Social group","Age/generation",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3881,1987,6,2,2,"Labour Party","Millions who are not poor","Social group","Economic class",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3882,1987,6,2,2,"Labour Party","everyone in the sevice (NHS)","Other",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3883,1987,6,2,2,"Labour Party","the few","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
3884,1987,6,2,2,"Labour Party","families","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3885,1987,6,2,2,"Labour Party","rich and poor","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
3886,1987,6,2,2,"Labour Party","millions of poor people","Social group","Economic class",1,"Conservative Party",1,"Direct","Negative/dissociate",1
3887,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Labour Party",2,"Indirect","Positive/associate",1
3888,1987,6,2,2,"Labour Party","(women) part-time workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3889,1987,6,2,2,"Labour Party","workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3890,1987,6,2,2,"Labour Party","police officers","Professional group",,1,"Labour Party",2,"Indirect","Positive/associate",1
3891,1987,6,2,2,"Labour Party","the British people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3892,1987,6,2,2,"Labour Party","home-owners","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3893,1987,6,2,2,"Labour Party","the long-term unemployed","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3894,1987,6,2,2,"Labour Party","trade union","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3895,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3896,1987,6,2,2,"Labour Party","employers","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
3897,1987,6,2,2,"Labour Party","(children and adults) from all home backgrounds","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3898,1987,6,2,2,"Labour Party","all who needs attention (NHS)","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
3899,1987,6,2,2,"Labour Party","our country","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3900,1987,6,2,2,"Labour Party","our country","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
3901,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3902,1987,6,2,2,"Labour Party","Wales","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
3903,1987,6,2,2,"Labour Party","the scientific community","Professional group",,1,"Labour Party",1,"Direct","Positive/associate",1
3904,1987,6,2,2,"Labour Party","married couples","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3905,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",2,"Indirect","Positive/associate",1
3906,1987,6,2,2,"Labour Party","all origins","Social group","Ethnicity/race",1,"Labour Party",2,"Indirect","Positive/associate",1
3907,1987,6,2,2,"Labour Party","pensioners","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3908,1987,6,2,2,"Labour Party","employers","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
3909,1987,6,2,2,"Labour Party","adults","Social group","Age/generation",1,"Labour Party",2,"Indirect","Positive/associate",1
3910,1987,6,2,2,"Labour Party","all three- and four-year-olds","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
3911,1987,6,2,2,"Labour Party","producers","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
3912,1987,6,2,2,"Labour Party","people","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3913,1987,6,2,2,"Labour Party","all individuals","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3914,1987,6,2,2,"Labour Party","(women) workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3915,1987,6,2,2,"Labour Party","young people","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
3916,1987,6,2,2,"Labour Party","the nation","General public",,1,"Labour Party",2,"Indirect","Positive/associate",1
3917,1987,6,2,2,"Labour Party","people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3918,1987,6,2,2,"Labour Party","Front line forces (military)","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3919,1987,6,2,2,"Labour Party","ordinary citizens","General public",,1,"Labour Party",2,"Indirect","Positive/associate",1
3920,1987,6,2,2,"Labour Party","people with disabilities","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
3921,1987,6,2,2,"Labour Party","people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3922,1987,6,2,2,"Labour Party","families","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3923,1987,6,2,2,"Labour Party","older citizens","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
3924,1987,6,2,2,"Labour Party","unions","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3925,1987,6,2,2,"Labour Party","energy consumers","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3926,1987,6,2,2,"Labour Party","country","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3927,1987,6,2,2,"Labour Party","union","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3928,1987,6,2,2,"Labour Party","the disabled","Social group","Health",1,"Labour Party",2,"Indirect","Positive/associate",1
3929,1987,6,2,2,"Labour Party","young (farmers)","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
3930,1987,6,2,2,"Labour Party","(all children and adults) in every part of the country","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
3931,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3932,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
3933,1987,6,2,2,"Labour Party","homosexuals","Social group","Other",1,"Labour Party",1,"Direct","Positive/associate",1
3934,1987,6,2,2,"Labour Party","young people","Social group","Age/generation",1,"Labour Party",1,"Direct","Positive/associate",1
3935,1987,6,2,2,"Labour Party","consumers","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
3936,1987,6,2,2,"Labour Party","unemployed people","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
3937,1987,6,2,2,"Labour Party","(young) people with disabilities","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
3938,1987,6,2,2,"Labour Party","employers","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
3939,1987,6,2,2,"Labour Party","miners","Professional group",,1,"Labour Party",1,"Direct","Positive/associate",1
3940,1987,6,2,2,"Labour Party","teachers","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3941,1987,6,2,2,"Labour Party","the whole nation","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3942,1987,6,2,2,"Labour Party","crew (in transport)","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3943,1987,6,2,2,"Labour Party","rural communities","Social group","Geography",1,"Labour Party",1,"Direct","Positive/associate",1
3944,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",2,"Indirect","Positive/associate",1
3945,1987,6,2,2,"Labour Party","all women","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
3946,1987,6,2,2,"Labour Party","women","Social group","Gender",1,"Labour Party",2,"Indirect","Positive/associate",1
3947,1987,6,2,2,"Labour Party","ethnic minorities","Social group","Ethnicity/race",1,"Labour Party",1,"Indirect","Positive/associate",1
3948,1987,6,2,2,"Labour Party","building workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3949,1987,6,2,2,"Labour Party","crminals","Social group","Other",1,"Labour Party",1,"Indirect","Negative/dissociate",1
3950,1987,6,2,2,"Labour Party","victims of rape and child abuse","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3951,1987,6,2,2,"Labour Party","trade union","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3952,1987,6,2,2,"Labour Party","young people","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
3953,1987,6,2,2,"Labour Party","leaseholdes","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
3954,1987,6,2,2,"Labour Party","Hospital staff","Professional group",,1,"Labour Party",2,"Indirect","Positive/associate",1
3955,1987,6,2,2,"Labour Party","Nothern Ireland","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
3956,1987,6,2,2,"Labour Party","passengers","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3957,1987,6,2,2,"Labour Party","the most needy","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3958,1987,6,2,2,"Labour Party","victims of all crime","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3959,1987,6,2,2,"Labour Party","children","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3960,1987,6,2,2,"Labour Party","British interests","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3961,1987,6,2,2,"Labour Party","mugging and bulgary victims","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3962,1987,6,2,2,"Labour Party","the long-term unemployed","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
3963,1987,6,2,2,"Labour Party","workers","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
3964,1987,6,2,2,"Labour Party","millions of poor people","Social group","Economic class",1,"Labour Party",1,"Direct","Positive/associate",1
3965,1987,6,2,2,"Labour Party","patients","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
3966,1987,6,2,2,"Labour Party","purshasers (houses)","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3967,1987,6,2,2,"Labour Party","purchasers","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
3968,1987,6,2,2,"Labour Party","nurses","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
3969,1987,6,2,2,"Labour Party","the public","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
3970,1987,6,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3971,1987,6,2,2,"Labour Party","the ethnic minorities","Social group","Ethnicity/race",1,"Labour Party",1,"Indirect","Positive/associate",1
3972,1987,6,2,2,"Labour Party","employee","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
3973,1987,6,2,2,"Labour Party","the whole nation","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
3974,1987,6,2,2,"Labour Party","young people (with disabilities)","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
3975,1987,6,2,2,"Labour Party","the great majorty of people (who cannot afford...)","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
