sentence_id	span_nr	text	cat	pred_type	recall	recall_micro	thau_category	completely_wrong
labour-1979-190-2	0	the publication	10		0.0	0.0	none	True
labour-1979-179-1	0	disabled housewives	4	SG	1.0	1.0	Gender	False
labour-1979-179-1	1	single mothers	4	SG	1.0	1.0	Gender	False
labour-1979-179-1	2	women	4	SG	1.0	1.0	Gender	False
labour-1979-180-2	0	children	9	SG	1.0	1.0	Other	False
labour-1979-180-2	1	mothers	4	SG	1.0	1.0	Gender	False
labour-1979-163-1	0	the family	9	SG	1.0	1.0	Other	False
labour-1979-15-5	0	teachers	10	SG	1.0	1.0	none	False
labour-1979-92-4	0	teachers	10	SG	1.0	1.0	none	False
labour-1979-22-5	0	all our people	10	SG	1.0	1.0	none	False
labour-1979-86-3	0	all our people	10	SG	1.0	1.0	none	False
labour-1979-181-3	0	women victims of rape	4	SG	1.0	1.0	Gender	False
labour-1979-156-4	0	all workers	2		0.5	0.5	Economic class	False
labour-1979-46-2	0	the english regions	5		0.0	0.0	Geography	True
labour-1979-117-1	0	everyone	10	SG	1.0	1.0	none	False
labour-1979-164-1	0	victims of crime	9	SG	1.0	1.0	Other	False
labour-1979-146-3	0	companies	2	ORG	0.0	1.0	Economic class	True
labour-1979-157-2	0	trade unions	10	ORG	0.0	1.0	none	True
labour-1979-157-2	1	companies	2	ORG	0.0	1.0	Economic class	True
labour-1979-240-3	0	british companies	2	ORG	0.0	1.0	Economic class	True
labour-1979-174-2	0	ratepayers	10	SG	1.0	1.0	none	False
labour-1979-174-3	0	ratepayers	10	SG	1.0	1.0	none	False
labour-1979-159-1	0	scotland	5		0.0	0.0	Geography	True
labour-1979-159-3	0	scotland	5		0.0	0.0	Geography	True
labour-1979-160-1	0	scotland	5		0.0	0.0	Geography	True
labour-1979-106-3	0	the homeless	9	SG	1.0	1.0	Other	False
labour-1979-116-3	0	those who live in mobile homes	2	SG	1.0	1.0	Economic class	False
labour-1979-116-3	1	owners of holiday caravans	2	SG	1.0	1.0	Economic class	False
labour-1979-180-1	0	british women	4	SG	1.0	1.0	Gender	False
labour-1979-149-1	0	the motorist	9	SG	1.0	1.0	Other	False
labour-1979-183-1	0	minorities	3	SG	1.0	1.0	Ethnicity/race	False
labour-1979-186-1	0	minorities	3	SG	1.0	1.0	Ethnicity/race	False
labour-1979-84-1	0	the blind	2	SG	1.0	1.0	Economic class	False
labour-1979-147-2	0	the blind	2	SG	1.0	1.0	Economic class	False
labour-1979-147-2	1	the disabled	2	SG	1.0	1.0	Economic class	False
labour-1979-108-2	0	council tenants	2	SG	1.0	1.0	Economic class	False
labour-1979-108-2	1	management	2		0.0	0.0	Economic class	True
labour-1979-15-2	0	the neighbourhood	10	ISG	0.0	1.0	none	True
labour-1979-32-2	0	consumers	9	SG	1.0	1.0	Other	False
labour-1979-32-2	1	monopoly producers	2	SG	1.0	1.0	Economic class	False
labour-1979-61-2	0	consumers	9	SG	1.0	1.0	Other	False
labour-1979-223-1	0	consumers	9	SG	1.0	1.0	Other	False
labour-1979-114-1	0	home-buyers	9	SG	1.0	1.0	Other	False
labour-1979-55-1	0	individuals	10	SG	1.0	1.0	none	False
labour-1979-29-2	0	the family	9		0.0	0.0	Other	True
labour-1979-34-2	0	public sector workers	2	SG	1.0	1.0	Economic class	False
labour-1979-115-3	0	solicitors	10	SG	1.0	1.0	none	False
labour-1979-30-1	0	the trade union movement	10	ORG	0.0	1.0	none	True
labour-1979-36-1	0	the trade union movement	10		0.0	0.75	none	True
labour-1979-133-1	0	rural areas	5	ISG	0.0	1.0	Geography	True
labour-1979-135-1	0	rural areas	5		0.0	0.0	Geography	True
labour-1979-97-2	0	young people from low income families	1	SG	1.0	1.0	Age/generation	False
labour-1979-51-2	0	the tuc	10	PI	0.0	1.0	none	True
labour-1979-242-1	0	the country	10		0.0	0.0	none	True
labour-1979-252-3	0	the country	10		0.0	0.0	none	True
labour-1979-61-3	0	agricultural workers	2	SG	1.0	1.0	Economic class	False
labour-1979-48-1	0	a company	2	ORG	0.0	1.0	Economic class	True
labour-1979-19-3	0	our fellow countrymen	10		0.3333333333333333	0.3333333333333333	none	False
labour-1979-76-1	0	pensioners	2	SG	1.0	1.0	Economic class	False
labour-1979-76-1	1	the sick	6	SG	1.0	1.0	Health	False
labour-1979-76-1	2	disabled people	6	SG	1.0	1.0	Health	False
labour-1979-76-1	3	the unemployed	2	SG	1.0	1.0	Economic class	False
labour-1979-76-4	0	disabled people	6	SG	1.0	1.0	Health	False
labour-1979-81-1	0	disabled people	6	SG	1.0	1.0	Health	False
labour-1979-88-1	0	the frail elderly	1	SG	1.0	1.0	Age/generation	False
labour-1979-88-1	1	the mentally ill	6	SG	1.0	1.0	Health	False
labour-1979-88-1	2	nurses	10	SG	1.0	1.0	none	False
labour-1979-88-1	3	all workers	2	SG	1.0	1.0	Economic class	False
labour-1979-88-1	4	hospital doctors	10	SG	1.0	1.0	none	False
labour-1979-63-1	0	farmers	2	SG	1.0	1.0	Economic class	False
labour-1979-64-1	0	farmers	2	SG	1.0	1.0	Economic class	False
labour-1979-257-2	0	working people	2	SG	1.0	1.0	Economic class	False
labour-1979-78-2	0	widows	4	SG	1.0	1.0	Gender	False
labour-1979-210-1	0	national and multinational capitalist groups	2	ORG	0.0	1.0	Economic class	True
labour-1979-100-2	0	people from working-class backgrounds	2	SG	1.0	1.0	Economic class	False
labour-1979-12-2	0	the pensioner	2	SG	1.0	1.0	Economic class	False
labour-1979-12-2	1	the housewife	4	SG	1.0	1.0	Gender	False
labour-1979-156-1	0	employees	2	SG	1.0	1.0	Economic class	False
labour-1979-157-1	0	employees	2	SG	1.0	1.0	Economic class	False
labour-1979-113-1	0	first-time buyers	9	SG	1.0	1.0	Other	False
labour-1979-26-3	0	the disabled	2	SG	1.0	1.0	Economic class	False
labour-1979-116-1	0	private tenants	2	SG	1.0	1.0	Economic class	False
labour-1979-95-1	0	4-year-olds	9	SG	1.0	1.0	Other	False
labour-1979-95-3	0	4-year-olds	9	SG	1.0	1.0	Other	False
labour-1979-78-1	0	married couple	9	SG	1.0	1.0	Other	False
labour-1979-78-1	1	single person	9	SG	1.0	1.0	Other	False
labour-1979-66-1	0	our scientists	10		0.5	0.5	none	False
labour-1979-66-1	1	the workers	2	SG	1.0	1.0	Economic class	False
labour-1979-57-2	0	working people	2	SG	1.0	1.0	Economic class	False
labour-1979-251-2	0	those working in the defence industries	10	SG	1.0	1.0	none	False
labour-1979-102-3	0	young people	1	SG	1.0	1.0	Age/generation	False
labour-1979-102-4	0	young people	1	SG	1.0	1.0	Age/generation	False
labour-1979-147-1	0	country areas	5		0.0	0.0	Geography	True
labour-1979-148-1	0	children	9	SG	1.0	1.0	Other	False
labour-1979-14-4	0	the long-term unemployed	2	SG	1.0	1.0	Economic class	False
labour-1979-243-2	0	trade union	10	ORG	0.0	1.0	none	True
labour-1979-203-2	0	pensioners	2	SG	1.0	1.0	Economic class	False
labour-1979-115-6	0	landlords	2	SG	1.0	1.0	Economic class	False
labour-1979-116-2	0	landlord	2	SG	1.0	1.0	Economic class	False
conservatives-1983-185-1	0	people who are ill or frail	10	SG	1.0	1.0	none	False
conservatives-1983-231-2	0	young hooligans	9	SG	1.0	1.0	Other	False
conservatives-1983-283-7	0	the regions	5		0.0	0.0	Geography	True
conservatives-1983-260-4	0	merseyside	5		0.0	0.0	Geography	True
conservatives-1983-260-4	1	landowners	2	SG	1.0	1.0	Economic class	False
conservatives-1983-260-4	2	the edge of towns	5		0.0	0.0	Geography	True
conservatives-1983-260-5	0	merseyside	5		0.0	0.0	Geography	True
conservatives-1983-260-5	1	other urban areas	5		0.0	0.0	Geography	True
conservatives-1983-322-1	0	the sick	6	SG	1.0	1.0	Health	False
conservatives-1983-322-1	1	the elderly	1	SG	1.0	1.0	Age/generation	False
conservatives-1983-83-1	0	employers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-85-1	0	employers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-102-2	0	individuals	10	ISG	0.0	1.0	none	True
conservatives-1983-102-2	1	the self-employed man	2		0.6666666666666666	0.6666666666666666	Economic class	False
conservatives-1983-102-2	2	fishermen	10	SG	1.0	1.0	none	False
conservatives-1983-270-3	0	railway customers	9	SG	1.0	1.0	Other	False
conservatives-1983-221-1	0	women	4	SG	1.0	1.0	Gender	False
conservatives-1983-221-3	0	women who work in the public services	4	SG	1.0	1.0	Gender	False
conservatives-1983-221-4	0	married women	4	SG	1.0	1.0	Gender	False
conservatives-1983-176-2	0	war widows '	4	SG	0.6666666666666666	0.6666666666666666	Gender	False
conservatives-1983-235-1	0	those with criminal records	9	SG	1.0	1.0	Other	False
conservatives-1983-52-3	0	people in work	10	SG	1.0	1.0	none	False
conservatives-1983-11-1	0	the sick	6	SG	1.0	1.0	Health	False
conservatives-1983-55-1	0	the sick	6	SG	1.0	1.0	Health	False
conservatives-1983-55-1	1	the weak	9	SG	1.0	1.0	Other	False
conservatives-1983-164-3	0	those who have been tenants for between twenty and thirty years	2	SG	1.0	1.0	Economic class	False
conservatives-1983-88-2	0	school leavers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-206-1	0	teenagers	1	SG	1.0	1.0	Age/generation	False
conservatives-1983-177-1	0	one-parent	9		0.0	0.0	Other	True
conservatives-1983-78-2	0	the long-term unemployed	2	SG	1.0	1.0	Economic class	False
conservatives-1983-78-2	1	the older unemployed	1	SG	1.0	1.0	Age/generation	False
conservatives-1983-273-1	0	our countryside	10		0.0	0.0	none	True
conservatives-1983-229-2	0	suspects	9	SG	1.0	1.0	Other	False
conservatives-1983-135-4	0	residential areas	5		0.0	0.0	Geography	True
conservatives-1983-162-6	0	first-time buyers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-164-4	0	first-time buyers who are not council tenants	2	SG	1.0	1.0	Economic class	False
conservatives-1983-170-1	0	married couple	9	SG	1.0	1.0	Other	False
conservatives-1983-229-1	0	criminals	9	SG	1.0	1.0	Other	False
conservatives-1983-263-1	0	small business	2		0.0	0.0	Economic class	True
conservatives-1983-263-1	1	the city centres	5		0.0	0.0	Geography	True
conservatives-1983-263-1	2	the hardest-hit places in industrial britain	5	SG	0.8333333333333334	0.8333333333333334	Geography	False
conservatives-1983-268-3	0	small firms	2	ORG	0.0	1.0	Economic class	True
conservatives-1983-268-3	1	those without cars	9	SG	1.0	1.0	Other	False
conservatives-1983-268-3	2	the very old	1	SG	1.0	1.0	Age/generation	False
conservatives-1983-268-3	3	the disabled	6	SG	1.0	1.0	Health	False
conservatives-1983-222-1	0	the family	9		0.5	0.5	Other	False
conservatives-1983-267-2	0	the london area	5		0.0	0.0	Geography	True
conservatives-1983-214-3	0	the inner cities	5		0.0	0.0	Geography	True
conservatives-1983-214-3	1	the general public	10	ISG	0.0	1.0	none	True
conservatives-1983-261-1	0	people	10	ISG	0.0	1.0	none	True
conservatives-1983-261-1	1	the inner cities	5		0.0	0.0	Geography	True
conservatives-1983-159-2	0	workers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-159-3	0	managers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-159-3	1	workers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-152-2	0	wales	5		0.0	0.0	Geography	True
conservatives-1983-152-2	1	scotland	5		0.0	0.0	Geography	True
conservatives-1983-152-2	2	england	5		0.0	0.0	Geography	True
conservatives-1983-160-2	0	the family	9		0.0	0.0	Other	True
conservatives-1983-177-2	0	the family	9		0.0	0.0	Other	True
conservatives-1983-177-2	1	low-paid working families	2	SG	1.0	1.0	Economic class	False
conservatives-1983-165-3	0	builders	10	SG	1.0	1.0	none	False
conservatives-1983-165-3	1	those who want short-term rented accommodation	2	SG	1.0	1.0	Economic class	False
conservatives-1983-181-1	0	nurses	10	SG	1.0	1.0	none	False
conservatives-1983-181-1	1	midwives	10	SG	1.0	1.0	none	False
conservatives-1983-181-1	2	doctors	10	SG	1.0	1.0	none	False
conservatives-1983-181-1	3	dentists	10	SG	1.0	1.0	none	False
conservatives-1983-91-1	0	the disabled	6	SG	1.0	1.0	Health	False
conservatives-1983-91-1	1	workers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-50-2	0	trade union leaders '	10	ORG	0.0	0.75	none	True
conservatives-1983-60-1	0	trade union leaders	10	ORG	0.0	1.0	none	True
conservatives-1983-211-1	0	young lecturers	10	SG	1.0	1.0	none	False
conservatives-1983-218-2	0	the customer	9	SG	1.0	1.0	Other	False
conservatives-1983-270-1	0	the customer	9	SG	1.0	1.0	Other	False
conservatives-1983-162-5	0	people who live in them	10	SG	1.0	1.0	none	False
conservatives-1983-162-4	0	the individual	10	ISG	0.0	1.0	none	True
conservatives-1983-232-3	0	prison officers	10	SG	1.0	1.0	none	False
conservatives-1983-232-3	1	staff	2		0.0	0.0	Economic class	True
conservatives-1983-154-1	0	national farmers'union	10	ORG	0.0	1.0	none	True
conservatives-1983-154-1	1	country landowners'association	10	ORG	0.0	1.0	none	True
conservatives-1983-154-1	2	young people	10	SG	1.0	1.0	none	False
conservatives-1983-172-2	0	members	10	SG	1.0	1.0	none	False
conservatives-1983-303-2	0	membership	10		0.0	0.0	none	True
conservatives-1983-308-5	0	membership	10		0.0	0.0	none	True
conservatives-1983-258-1	0	our cities	5		0.0	0.0	Geography	True
conservatives-1983-202-1	0	teachers	10	SG	1.0	1.0	none	False
conservatives-1983-204-1	0	teachers	10	SG	1.0	1.0	none	False
conservatives-1983-236-2	0	teachers	10	SG	1.0	1.0	none	False
conservatives-1983-236-2	1	parents	9	SG	1.0	1.0	Other	False
conservatives-1983-236-2	2	television producers	10	SG	1.0	1.0	none	False
conservatives-1983-184-3	0	staff	2	SG	1.0	1.0	Economic class	False
conservatives-1983-255-1	0	local representatives of industry and commerce	10	SG	1.0	1.0	none	False
conservatives-1983-115-2	0	individuals	10	ISG	0.0	1.0	none	True
conservatives-1983-157-3	0	individuals	10	ISG	0.0	1.0	none	True
conservatives-1983-125-1	0	the young unemployed	1	SG	1.0	1.0	Age/generation	False
conservatives-1983-171-2	0	public sector pensioners	2	SG	1.0	1.0	Economic class	False
conservatives-1983-205-1	0	pupils '	9	SG	0.5	0.5	Other	False
conservatives-1983-141-1	0	small gas and electricity consumers	9	SG	1.0	1.0	Other	False
conservatives-1983-184-1	0	patients	6	SG	1.0	1.0	Health	False
conservatives-1983-185-2	0	patients	6	SG	1.0	1.0	Health	False
conservatives-1983-188-4	0	patients	6	SG	1.0	1.0	Health	False
conservatives-1983-59-1	0	the general public	10	ISG	0.0	1.0	none	True
conservatives-1983-59-1	1	the closed shop	10		0.0	0.0	none	True
conservatives-1983-94-1	0	the customer	9	SG	1.0	1.0	Other	False
conservatives-1983-246-1	0	the	10	SG	1.0	1.0	none	False
conservatives-1983-246-1	1	people of northern ireland	5	SG	1.0	1.0	Geography	False
conservatives-1983-224-3	0	hijackers	9	SG	1.0	1.0	Other	False
conservatives-1983-224-3	1	hunger strikers	9	SG	1.0	1.0	Other	False
conservatives-1983-253-2	0	ratepayers '	9	SG	0.5	0.5	Other	False
conservatives-1983-227-1	0	policemen	10	SG	1.0	1.0	none	False
conservatives-1983-227-1	1	england	5		0.0	0.0	Geography	True
conservatives-1983-227-1	2	wales	5		0.0	0.0	Geography	True
conservatives-1983-228-1	0	policemen	10	SG	1.0	1.0	none	False
conservatives-1983-246-2	0	northern ireland's	5		0.0	0.0	Geography	True
conservatives-1983-246-2	1	united kingdom	10		0.0	0.0	none	True
conservatives-1983-246-2	2	the majority of people there	5	SG	0.6	0.6	Geography	False
conservatives-1983-246-3	0	united kingdom	10		0.0	0.0	none	True
conservatives-1983-246-3	1	the majority community in the province	5	SG	1.0	1.0	Geography	False
conservatives-1983-261-2	0	builders	10	SG	1.0	1.0	none	False
conservatives-1983-261-2	1	young couples	1	SG	1.0	1.0	Age/generation	False
conservatives-1983-248-3	0	civil servants	10	SG	1.0	1.0	none	False
conservatives-1983-248-3	1	the citizen	10	SG	1.0	1.0	none	False
conservatives-1983-54-2	0	those who work in the public services	10	SG	1.0	1.0	none	False
conservatives-1983-182-2	0	the elderly	1	SG	1.0	1.0	Age/generation	False
conservatives-1983-182-2	1	the mentally handicapped	6	SG	1.0	1.0	Health	False
conservatives-1983-182-2	2	the mentally ill	6	SG	1.0	1.0	Health	False
conservatives-1983-182-2	3	those parts of the country in the north	5		0.75	0.75	Geography	False
conservatives-1983-224-2	0	the thief	9	SG	1.0	1.0	Other	False
conservatives-1983-224-2	1	the thug	9	SG	1.0	1.0	Other	False
conservatives-1983-224-2	2	the terrorist	9	SG	1.0	1.0	Other	False
conservatives-1983-228-2	0	the worst inner-city areas	5	SG	1.0	1.0	Geography	False
conservatives-1983-221-2	0	families	9	SG	1.0	1.0	Other	False
conservatives-1983-35-1	0	the weak	9	SG	1.0	1.0	Other	False
conservatives-1983-128-1	0	areas which have been dependent on declining industries	5		0.0	0.25	Geography	True
conservatives-1983-158-1	0	those who are least able to help themselves	2	SG	1.0	1.0	Economic class	False
conservatives-1983-162-2	0	housing association tenants	2	SG	1.0	1.0	Economic class	False
conservatives-1983-230-2	0	parents	9	SG	1.0	1.0	Other	False
conservatives-1983-230-2	1	the victims of crime	9	SG	1.0	1.0	Other	False
conservatives-1983-152-1	0	hill farmers	5	SG	1.0	1.0	Geography	False
conservatives-1983-90-1	0	the employed	2	SG	1.0	1.0	Economic class	False
conservatives-1983-117-1	0	small firms	2	ORG	0.0	1.0	Economic class	True
conservatives-1983-117-2	0	small firms	2	ORG	0.0	1.0	Economic class	True
conservatives-1983-28-3	0	council tenants	2	SG	1.0	1.0	Economic class	False
conservatives-1983-166-1	0	council tenants	2	SG	1.0	1.0	Economic class	False
conservatives-1983-224-1	0	every one of us	10	SG	0.25	0.25	none	False
conservatives-1983-226-1	0	larger cities	5		0.0	0.0	Geography	True
conservatives-1983-155-1	0	fishermen	10	SG	1.0	1.0	none	False
conservatives-1983-117-4	0	small businesses	2	ORG	0.0	1.0	Economic class	True
conservatives-1983-261-3	0	homesteaders	2	SG	1.0	1.0	Economic class	False
conservatives-1983-146-2	0	the taxpayers '	9	SG	0.6666666666666666	0.6666666666666666	Other	False
conservatives-1983-175-1	0	the disabled	6	SG	1.0	1.0	Health	False
conservatives-1983-271-1	0	towns	5		0.0	0.0	Geography	True
conservatives-1983-271-1	1	villages	5		0.0	0.0	Geography	True
conservatives-1983-88-4	0	youngsters	1	SG	1.0	1.0	Age/generation	False
conservatives-1983-97-2	0	shipbuilders	10	ORG	0.0	1.0	none	True
conservatives-1983-151-1	0	farmers '	10	SG	0.5	0.5	none	False
conservatives-1983-264-1	0	the areas most in need	5	SG	1.0	1.0	Geography	False
conservatives-1983-281-1	0	this country	10		0.0	0.0	none	True
conservatives-1983-305-3	0	this country	10	ISG	0.0	1.0	none	True
conservatives-1983-308-3	0	this country	10	ISG	0.0	1.0	none	True
conservatives-1983-196-1	0	less well-off parents	2	SG	1.0	1.0	Economic class	False
conservatives-1983-212-1	0	lecturers	10	SG	1.0	1.0	none	False
conservatives-1983-212-1	1	students	2	SG	1.0	1.0	Economic class	False
conservatives-1983-254-1	0	businesses	2	ORG	0.0	1.0	Economic class	True
conservatives-1983-254-1	1	domestic ratepayers	9	SG	1.0	1.0	Other	False
conservatives-1983-95-3	0	employees	2	SG	1.0	1.0	Economic class	False
conservatives-1983-95-3	1	managers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-256-3	0	inner london	5		0.0	0.0	Geography	True
conservatives-1983-231-1	0	offenders	9	SG	1.0	1.0	Other	False
conservatives-1983-231-1	1	the local community	5	ISG	0.0	1.0	Geography	True
conservatives-1983-192-2	0	parents '	9	SG	0.5	0.5	Other	False
conservatives-1983-193-1	0	parents '	9	SG	0.5	0.5	Other	False
conservatives-1983-65-1	0	individual trade union members	10		0.25	0.75	none	False
conservatives-1983-138-1	0	the whole country	10	ISG	0.0	1.0	none	True
conservatives-1983-215-1	0	anglers	9	SG	1.0	1.0	Other	False
conservatives-1983-215-1	1	those who enjoy and respect the countryside	5	SG	1.0	1.0	Geography	False
conservatives-1983-209-1	0	students	2	SG	1.0	1.0	Economic class	False
conservatives-1983-209-1	1	young people	10	SG	1.0	1.0	none	False
conservatives-1983-209-2	0	young people	10	SG	1.0	1.0	none	False
conservatives-1983-93-2	0	people who work in these industries	2	SG	1.0	1.0	Economic class	False
conservatives-1983-162-1	0	council and new town tenant	2	SG	1.0	1.0	Economic class	False
conservatives-1983-260-2	0	the rundown areas of our great cities	5		0.0	0.0	Geography	True
conservatives-1983-283-4	0	people	10	ISG	0.0	1.0	none	True
conservatives-1983-4-1	0	our people	10	ISG	0.0	1.0	none	True
conservatives-1983-34-1	0	our people	10	ISG	0.0	1.0	none	True
conservatives-1983-248-4	0	the taxpayer	9	SG	1.0	1.0	Other	False
conservatives-1983-249-1	0	the taxpayer	9	SG	1.0	1.0	Other	False
conservatives-1983-269-2	0	the taxpayer	9	SG	1.0	1.0	Other	False
conservatives-1983-245-2	0	the province	5		0.0	0.0	Geography	True
conservatives-1983-117-3	0	small companies	2	ORG	0.0	1.0	Economic class	True
conservatives-1983-197-2	0	children's	10	SG	0.3333333333333333	0.3333333333333333	none	False
conservatives-1983-268-1	0	local communities	5	ISG	0.0	1.0	Geography	True
conservatives-1983-175-2	0	those who are least able to afford their fuel bills	2	SG	1.0	1.0	Economic class	False
conservatives-1983-262-1	0	those who live in our inner cities	5	SG	1.0	1.0	Geography	False
conservatives-1983-262-1	1	ethnic minorities	3	SG	1.0	1.0	Ethnicity/race	False
conservatives-1983-130-1	0	communities in need	5	SG	1.0	1.0	Geography	False
conservatives-1983-76-3	0	those who have no job	2	SG	1.0	1.0	Economic class	False
conservatives-1983-75-1	0	the unemployed	2	SG	1.0	1.0	Economic class	False
conservatives-1983-76-1	0	the unemployed	2	SG	1.0	1.0	Economic class	False
conservatives-1983-97-4	0	those who work in them	2	SG	1.0	1.0	Economic class	False
conservatives-1983-93-3	0	managers	2	SG	1.0	1.0	Economic class	False
conservatives-1983-217-2	0	housewife	4	SG	1.0	1.0	Gender	False
conservatives-1983-65-2	0	individual members	10	ISG	0.0	1.0	none	True
conservatives-1983-151-2	0	taxpayers	9	SG	1.0	1.0	Other	False
conservatives-1983-304-3	0	taxpayers	9	SG	1.0	1.0	Other	False
conservatives-1983-163-2	0	tenant's	2	SG	0.3333333333333333	0.3333333333333333	Economic class	False
conservatives-1983-163-2	1	former tenant	2	SG	1.0	1.0	Economic class	False
conservatives-1983-255-2	0	businesses	2	ORG	0.0	1.0	Economic class	True
labour-1983-356-3	0	400, 000 construction workers	10		0.4	0.4	none	False
labour-1983-558-1	0	overseas students	7	SG	1.0	1.0	Nationality	False
labour-1983-583-1	0	overseas students	7	SG	1.0	1.0	Nationality	False
labour-1983-589-2	0	refugees	7	SG	1.0	1.0	Nationality	False
labour-1983-578-1	0	the british people	10	SG	1.0	1.0	none	False
labour-1983-305-2	0	all qualified young people seeking higher education	1	SG	1.0	1.0	Age/generation	False
labour-1983-361-1	0	property developers	2	SG	1.0	1.0	Economic class	False
labour-1983-361-1	1	local people	5	SG	1.0	1.0	Geography	False
labour-1983-258-2	0	people with disabilities	6	SG	1.0	1.0	Health	False
labour-1983-552-5	0	working people	2	SG	1.0	1.0	Economic class	False
labour-1983-240-1	0	the elderly	1	SG	1.0	1.0	Age/generation	False
labour-1983-278-1	0	home helps	10		0.0	0.0	none	True
labour-1983-278-1	1	the elderly	1	SG	1.0	1.0	Age/generation	False
labour-1983-279-2	0	the elderly	1	SG	1.0	1.0	Age/generation	False
labour-1983-327-5	0	single people	10	SG	1.0	1.0	none	False
labour-1983-444-1	0	families	9	SG	1.0	1.0	Other	False
labour-1983-444-1	1	immigrant communities	7	SG	1.0	1.0	Nationality	False
labour-1983-110-2	0	the customers	9	SG	1.0	1.0	Other	False
labour-1983-356-6	0	the trade unions	10	ORG	0.0	1.0	none	True
labour-1983-483-4	0	the trade unions	10	ORG	0.0	1.0	none	True
labour-1983-483-4	1	political representatives of the people of northern ireland	10	SG	1.0	1.0	none	False
labour-1983-159-1	0	the long-term unemployed	2	SG	1.0	1.0	Economic class	False
labour-1983-160-2	0	the long-term unemployed	2	SG	1.0	1.0	Economic class	False
labour-1983-225-4	0	members of families	9	SG	1.0	1.0	Other	False
labour-1983-58-2	0	our inner cities	5		0.0	0.0	Geography	True
labour-1983-369-1	0	our inner cities	5		0.0	0.0	Geography	True
labour-1983-579-2	0	british firms	10	ORG	0.0	1.0	none	True
labour-1983-435-1	0	women	4	SG	1.0	1.0	Gender	False
labour-1983-435-1	1	prisoners	9	SG	1.0	1.0	Other	False
labour-1983-435-1	2	those with young	9	SG	1.0	1.0	Other	False
labour-1983-435-1	3	children	10	SG	1.0	1.0	none	False
labour-1983-444-3	0	women	4	SG	1.0	1.0	Gender	False
labour-1983-444-3	1	asian britons	3	SG	1.0	1.0	Ethnicity/race	False
labour-1983-485-3	0	women	4	SG	1.0	1.0	Gender	False
labour-1983-147-1	0	engineers	10	SG	1.0	1.0	none	False
labour-1983-147-1	1	technicians	10	SG	1.0	1.0	none	False
labour-1983-189-3	0	fishermen	10	SG	1.0	1.0	none	False
labour-1983-446-3	0	husbands	4	SG	1.0	1.0	Gender	False
labour-1983-446-3	1	woman	4	SG	1.0	1.0	Gender	False
labour-1983-346-1	0	absentee private landlords	2	SG	1.0	1.0	Economic class	False
labour-1983-233-1	0	elderly people	1	SG	1.0	1.0	Age/generation	False
labour-1983-233-1	1	today's pensioners	1	SG	1.0	1.0	Age/generation	False
labour-1983-252-1	0	the many disabled people who are capable of working part-time or for limited periods	2		0.8571428571428571	0.8571428571428571	Economic class	False
labour-1983-266-5	0	nhs staff	10	SG	1.0	1.0	none	False
labour-1983-266-5	1	the tuc	10		0.0	0.0	none	True
labour-1983-317-2	0	people without work	2	SG	1.0	1.0	Economic class	False
labour-1983-317-2	1	the tuc	10	PG	0.0	0.5	none	True
labour-1983-59-2	0	asian britons	3	SG	1.0	1.0	Ethnicity/race	False
labour-1983-53-7	0	the under-fives	10	SG	1.0	1.0	none	False
labour-1983-288-1	0	the under-fives	10	SG	1.0	1.0	none	False
labour-1983-288-1	1	children in the most deprived areas	5	SG	1.0	1.0	Geography	False
labour-1983-288-2	0	the under-fives	10	SG	1.0	1.0	none	False
labour-1983-336-3	0	low income groups	2	SG	1.0	1.0	Economic class	False
labour-1983-354-1	0	low income groups	2	SG	1.0	1.0	Economic class	False
labour-1983-346-2	0	owner-occupiers	2	SG	1.0	1.0	Economic class	False
labour-1983-362-4	0	owner-occupiers	2	SG	1.0	1.0	Economic class	False
labour-1983-413-2	0	all parts of the country	10		0.0	0.0	none	True
labour-1983-413-2	1	london	5		0.0	0.0	Geography	True
labour-1983-466-3	0	all parts of the country	10		0.0	0.0	none	True
labour-1983-146-1	0	girls	4	SG	1.0	1.0	Gender	False
labour-1983-293-1	0	boys	4	SG	1.0	1.0	Gender	False
labour-1983-293-1	1	girls	4	SG	1.0	1.0	Gender	False
labour-1983-293-1	2	the ethnic minorities	3	SG	1.0	1.0	Ethnicity/race	False
labour-1983-84-4	0	young workers	2	SG	1.0	1.0	Economic class	False
labour-1983-84-4	1	part-time workers	2	SG	1.0	1.0	Economic class	False
labour-1983-84-4	2	homeworkers	2	SG	1.0	1.0	Economic class	False
labour-1983-315-4	0	young workers	2	SG	1.0	1.0	Economic class	False
labour-1983-315-4	1	the young unemployed	1	SG	1.0	1.0	Age/generation	False
labour-1983-317-1	0	young workers	2	SG	1.0	1.0	Economic class	False
labour-1983-571-2	0	trade union colleagues	10	ORG	0.0	1.0	none	True
labour-1983-571-2	1	trade unions	10	ORG	0.0	1.0	none	True
labour-1983-350-1	0	private tenants	2	SG	1.0	1.0	Economic class	False
