id,year,party,text,majortopic,majortopic_label,majortopic_recoded_label
2928,1983,lab,as part of our consideration of the universal application of realistic minimum standards,20,Government Operations,other
2929,1983,lab,so that basic provision of key services is available in all parts of the country.,20,Government Operations,other
2930,1983,lab,We will also: Take action to encourage councils to make their services more responsive to the needs and wishes of their clients and of the local community.,20,Government Operations,other
2931,1983,lab,Extend workers' rights,20,Government Operations,other
2932,1983,lab,"and industrial democracy in local government,",20,Government Operations,other
2933,1983,lab,"by enabling non-voting employee representatives to be co-opted on to committees,",20,Government Operations,other
2934,1983,lab,and encouraging the introduction of formal procedures for participation in decisions on the implementation of policy.,20,Government Operations,other
2935,1983,lab,We will also allow all but the most senior officers the right to become elected or co-opted members of the authority which employs them.,20,Government Operations,other
2936,1983,lab,"Pay proper allowances,",20,Government Operations,other
2937,1983,lab,"and provide adequate administrative support,",20,Government Operations,other
2938,1983,lab,to local councillors.,20,Government Operations,other
2939,1983,lab,We are examining how best to reform local government.,20,Government Operations,other
2940,1983,lab,"We believe that services such as health, water and sewerage should become answerable to a much greater extent to elected members;",20,Government Operations,other
2941,1983,lab,"and we aim to end,",0,Non-policy content,other
2942,1983,lab,"if we can,",0,Non-policy content,other
2943,1983,lab,the present confusing division of services between two tiers of authority.,20,Government Operations,other
2944,1983,lab,"Unitary district authorities, in England and Wales,",20,Government Operations,other
2945,1983,lab,could be responsible for all of the functions in this area that they could sensibly undertake.,20,Government Operations,other
2946,1983,lab,We will also ensure that the City of London is absorbed into a reformed democratic system of local government.,20,Government Operations,other
2947,1983,lab,"For Scotland, any reform of local government will be a matter for our proposed Scottish Assembly.",20,Government Operations,other
2948,1983,lab,Local government finance,20,Government Operations,other
2949,1983,lab,Labour will reverse the Tory government's attacks on local authority services.,20,Government Operations,other
2950,1983,lab,"We shall provide finance,",0,Non-policy content,other
2951,1983,lab,"through the rate support grant,",0,Non-policy content,other
2952,1983,lab,to allow local authority expenditure to grow in line with our plans for economic expansion;,20,Government Operations,other
2953,1983,lab,and the hard-pressed urban areas will benefit especially from an increased share of the resources available.,20,Government Operations,other
2954,1983,lab,Labour believes in active local democracy.,20,Government Operations,other
2955,1983,lab,"We will therefore repeal the Tory legislation which allows the government to impose ceilings on local authority spending,",20,Government Operations,other
2956,1983,lab,and to impose penalties on local authorities whose spending exceeds those ceilings.,20,Government Operations,other
2957,1983,lab,We shall repeal the ban on supplementary rates.,20,Government Operations,other
2958,1983,lab,We will restore the right of local authorities to spend additional amounts from revenue on capital expenditure in excess of loan sanction limits.,20,Government Operations,other
2959,1983,lab,The rate support grant system will be recast to give fairer treatment to areas in greatest need,20,Government Operations,other
2960,1983,lab,and the maximum freedom of action for local authorities to control their own budgets.,20,Government Operations,other
2961,1983,lab,Labour will also enact legislation to abolish the penalty of personal surcharge on individual councillors.,20,Government Operations,other
2962,1983,lab,"Instead councillors, like others in the community, will be liable at law for any unlawful or illegal acts.",20,Government Operations,other
2963,1983,lab,Public audit will be confined to that purpose,20,Government Operations,other
2964,1983,lab,and auditors will not be permitted to involve themselves in judgements on politics or policies.,20,Government Operations,other
2965,1983,lab,Devolution to Scotland,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2966,1983,lab,Labour is determined to decentralise power in decision-making.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2967,1983,lab,"In Scotland, the people have shown their support for devolution in a referendum",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2968,1983,lab,and at successive general elections;,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2969,1983,lab,"and we have set out our proposals for devolution in a major statement,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2970,1983,lab,Scotland and Devolution.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2971,1983,lab,"Labour will: Establish a directly elected Scottish Assembly,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2972,1983,lab,with an executive drawn from members of the assembly.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2973,1983,lab," Provide the Assembly with legislative and executive powers over a wide range of domestic policy,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2974,1983,lab,"including matters such as health, education and social welfare.",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2975,1983,lab, Ensure a major role for the Assembly in assisting in the regeneration of Scottish industry,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2976,1983,lab,including the preparation and implementation of a Plan for Scotland within the context of our overall national plan.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2977,1983,lab," As well as receiving grants from central government,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2978,1983,lab,"the Scottish Assembly will have tax-raising powers,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2979,1983,lab,thus ensuring that the level of services provided can be determined in Scotland.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2980,1983,lab,Northern Ireland,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2981,1983,lab,"Labour believes that Ireland should,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2982,1983,lab,"by peaceful means and on the basis of consent,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2983,1983,lab,"be united,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2984,1983,lab,and recognises that this will be achieved with the introduction of socialist policies.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2985,1983,lab,"We respect and support, however, the right of the Northern Ireland people to remain within the UK,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2986,1983,lab,although this does not mean that Unionist leaders can have a veto on political development;,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2987,1983,lab,"and we accept that,",0,Non-policy content,other
2988,1983,lab,"to achieve agreement and consent between the two parts of Ireland,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2989,1983,lab,we must create greater unity within the Northern Ireland community.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2990,1983,lab,In our 1981 conference statement,0,Non-policy content,other
2991,1983,lab,"and in Labour's Programme 1982,",0,Non-policy content,other
2992,1983,lab,we set out in full Labour's policy on Northern Ireland.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2993,1983,lab,"We will aim to establish an agreed, within the context of our overall national plan.",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2994,1983,lab,"In the meantime, we will continue with direct rule.",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2995,1983,lab,"We will also initiate early discussions between the British government, the Irish government, the Irish Labour Party, and the trade unions on both sides of the border,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2996,1983,lab,"and political representatives of the people of Northern Ireland,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2997,1983,lab,on how best to proceed with our policy of unification by consent.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2998,1983,lab,Tory policies have been a disaster for the Northern Ireland economy.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
2999,1983,lab,Unemployment has soared.,1,Macroeconomics,Macroeconomics
3000,1983,lab,The economy is in ruins.,1,Macroeconomics,Macroeconomics
3001,1983,lab,Housing and the social services are in desperate straits.,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
3002,1983,lab,Labour will give new hope to Northern Ireland.,0,Non-policy content,other
3003,1983,lab,We will create jobs and provide investment.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
3004,1983,lab,We will use all of the economic planning powers and institutions set out in this document,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
3005,1983,lab,together with a massive injection of public resources to rebuild the economy.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
3006,1983,lab,"We will also act on security and civil rights,",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
3007,1983,lab,along the lines set out in our 1981 statement.,0,Non-policy content,other
3008,1983,lab,We will repeal the Prevention of Terrorism Act,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
3009,1983,lab,and the Payment of Debt Act,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
3010,1983,lab,and reform the system of Diplock courts.,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
3011,1983,lab,"We will provide equal rights for women,",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
3012,1983,lab,"including rights to abortion,",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
3013,1983,lab,and make progress towards an integrated comprehensive system of education.,6,Education and Culture,Education and Culture
3014,1983,lab,Leisure for living,15,"Banking, Finance and Domestic Commerce",other
3015,1983,lab,"Labour believes that a comprehensive approach is needed,",0,Non-policy content,other
3016,1983,lab,"at national and local levels,",0,Non-policy content,other
3017,1983,lab,to provide services and facilities for leisure.,15,"Banking, Finance and Domestic Commerce",other
3018,1983,lab,The arts,15,"Banking, Finance and Domestic Commerce",other
3028,1983,lab,and to produce proposals for action.,0,Non-policy content,other
3040,1983,lab,Sport and recreation,15,"Banking, Finance and Domestic Commerce",other
3041,1983,lab,Labour will accept responsibility for the provision of a broadly-based leisure service.,15,"Banking, Finance and Domestic Commerce",other
3042,1983,lab,We will: Encourage greater participation in sport and recreation.,15,"Banking, Finance and Domestic Commerce",other
3043,1983,lab, Give incentives to voluntary bodies to involve themselves more widely in the provision of sporting and community facilities.,15,"Banking, Finance and Domestic Commerce",other
3044,1983,lab, Encourage local authorities and other owners of facilities to make them much more available to public use.,15,"Banking, Finance and Domestic Commerce",other
3045,1983,lab, Set up an immediate enquiry into the financial basis of sport and recreation.,15,"Banking, Finance and Domestic Commerce",other
3046,1983,lab," Review the provision of national sporting facilities,",15,"Banking, Finance and Domestic Commerce",other
3047,1983,lab,so as to secure a fairer geographical distribution.,15,"Banking, Finance and Domestic Commerce",other
3048,1983,lab, Ensure that the sporting talent of the nation receives sufficient support,15,"Banking, Finance and Domestic Commerce",other
3049,1983,lab,to enable them to bring sporting success to Britain.,15,"Banking, Finance and Domestic Commerce",other
3050,1983,lab,"We will also provide for the wider use of the countryside for recreational purposes, such as angling and other water-based sports.",15,"Banking, Finance and Domestic Commerce",other
3051,1983,lab,"Angling will be given additional support,",15,"Banking, Finance and Domestic Commerce",other
3052,1983,lab,"by ensuring wider access to rivers and lakes,",15,"Banking, Finance and Domestic Commerce",other
3053,1983,lab,"financial assistance to provide a wider ownership of fishing waters,",15,"Banking, Finance and Domestic Commerce",other
3054,1983,lab,"improvements in respect of conservation,",15,"Banking, Finance and Domestic Commerce",other
3055,1983,lab,and action to prevent pollution.,15,"Banking, Finance and Domestic Commerce",other
3076,1983,lab,and we set out our prop6sals in Labour's Programme 1982.,0,Non-policy content,other
3084,1983,lab,Animal protection,4,Agriculture,Agriculture
3085,1983,lab,"The Labour Party was the first major political party to publish a policy statement, in 1978, on animal protection, Living Without Cruelty;",4,Agriculture,Agriculture
3086,1983,lab,and these policies are reaffirmed in Labour's Programme 1982.,0,Non-policy content,other
3087,1983,lab,"We believe that all animals whether in the wild, domesticated or farmed should be properly treated.",4,Agriculture,Agriculture
3088,1983,lab,To achieve our aims we will transform the Farm Animal Welfare Council into a Standing Royal Commission on Animal Protection.,4,Agriculture,Agriculture
3089,1983,lab,We will also urgently review the 1876 Cruelty to Animals Act.,4,Agriculture,Agriculture
3090,1983,lab,"A high priority will be given to research into alternatives to using live animals in experiments,",4,Agriculture,Agriculture
3091,1983,lab,and to restrictions on the use of live animals in experiments,4,Agriculture,Agriculture
3092,1983,lab,with proper control and supervision in order to avoid pain.,4,Agriculture,Agriculture
3093,1983,lab,"Hare coursing, fox hunting and all forms of hunting with dogs will be made illegal.",4,Agriculture,Agriculture
3094,1983,lab,"This will not, however, affect shooting and fishing.",4,Agriculture,Agriculture
3095,1983,lab,The use of snares will also be made illegal.,4,Agriculture,Agriculture
3096,1983,lab,We will lay down clear conditions on freedom of movement for livestock;,4,Agriculture,Agriculture
3097,1983,lab,"and we will ensure that our legislation meets, at least, the requirements of the European Convention for the Protection of Animals kept for Farming Purposes.",4,Agriculture,Agriculture
3098,1983,lab,"We will also ban, over a phased period, all extreme livestock systems",4,Agriculture,Agriculture
3099,1983,lab,and introduce legislation to ensure that animals are slaughtered as near as possible to the point of production.,4,Agriculture,Agriculture
3100,1983,lab,We will ban the export of live food animals.,4,Agriculture,Agriculture
3101,1983,lab,"Animals kept in zoos, circuses and safari parks will be included in our animals protection legislation.",4,Agriculture,Agriculture
3102,1983,lab,Health and safety at work legislation will be reviewed,4,Agriculture,Agriculture
3103,1983,lab,in order to better protect people employed on such premises.,4,Agriculture,Agriculture
3104,1983,lab,Britain and the Common Market,19,International Affairs and Foreign Aid,other
3105,1983,lab,"Geography and history determine that Britain is part of Europe,",0,Non-policy content,other
3106,1983,lab,and Labour wants to see Europe safe and prosperous.,19,International Affairs and Foreign Aid,other
3107,1983,lab,"But the European Economic Community,",0,Non-policy content,other
3108,1983,lab,"which does not even include the whole of Western Europe,",0,Non-policy content,other
3109,1983,lab,"was never devised to suit us,",19,International Affairs and Foreign Aid,other
3110,1983,lab,and our experience as a member of it has made it more difficult for us to deal with our economic and industrial problems.,19,International Affairs and Foreign Aid,other
3111,1983,lab,It has sometimes weakened our ability to achieve the objectives of Labour's international policy.,19,International Affairs and Foreign Aid,other
3112,1983,lab,"The next Labour government,",0,Non-policy content,other
3113,1983,lab,"committed to radical, socialist policies for reviving the British economy,",0,Non-policy content,other
3114,1983,lab,is bound to find continued membership a most serious obstacle to the fulfilment of those policies.,0,Non-policy content,other
3115,1983,lab,In particular the rules of the Treaty of Rome are bound to conflict with our strategy for economic growth,19,International Affairs and Foreign Aid,other
3116,1983,lab,"and full employment, our proposals on industrial policy and for increasing trade, and our need to restore exchange controls and to regulate direct overseas investment.",19,International Affairs and Foreign Aid,other
3117,1983,lab,"Moreover, by preventing us from buying food from the best sources of world supply,",19,International Affairs and Foreign Aid,other
3118,1983,lab,they would run counter to our plans to control prices and inflation.,0,Non-policy content,other
3119,1983,lab,"For all these reasons, British withdrawal from the Community is the right policy for Britain",19,International Affairs and Foreign Aid,other
3120,1983,lab,to be completed well within the lifetime of the parliament.,0,Non-policy content,other
3121,1983,lab,That is our commitment.,0,Non-policy content,other
3122,1983,lab,"But we are also committed to bring about withdrawal in an amicable and orderly way,",19,International Affairs and Foreign Aid,other
3123,1983,lab,so that we do not prejudice employment,0,Non-policy content,other
3124,1983,lab,or the prospect of increased political and economic co-operation with the whole of Europe.,19,International Affairs and Foreign Aid,other
3125,1983,lab,We emphasise that our decision to bring about withdrawal in no sense represents any weakening of our commitment to internationalism and international co operation.,19,International Affairs and Foreign Aid,other
3126,1983,lab,We are not 'withdrawing from Europe'.,19,International Affairs and Foreign Aid,other
3127,1983,lab,We are seeking to extricate ourselves from the Treaty of Rome,19,International Affairs and Foreign Aid,other
3128,1983,lab,and other Community treaties which place political burdens on Britain.,19,International Affairs and Foreign Aid,other
3129,1983,lab,"Indeed, we believe our withdrawal will allow us to pursue a more dynamic and positive international policy",19,International Affairs and Foreign Aid,other
3130,1983,lab,one which recognises the true political and geographical spread of international problems and interests.,19,International Affairs and Foreign Aid,other
3131,1983,lab,We will also seek agreement with other European governments both in the EEC and outside on a common strategy for economic expansion.,19,International Affairs and Foreign Aid,other
3132,1983,lab,The process of withdrawal,0,Non-policy content,other
3133,1983,lab,On taking office we will open preliminary negotiations with the other EEC member states to establish a timetable for withdrawal;,19,International Affairs and Foreign Aid,other
3134,1983,lab,and we will publish the results of these negotiations in a White Paper.,19,International Affairs and Foreign Aid,other
3135,1983,lab,"In addition, as soon as possible after the House assembles,",0,Non-policy content,other
3136,1983,lab,we will introduce a Repeal Bill:,19,International Affairs and Foreign Aid,other
3137,1983,lab,"first, in order to amend the 1972 European Communities Act,",19,International Affairs and Foreign Aid,other
3138,1983,lab,ending the powers of the Community in the UK;,19,International Affairs and Foreign Aid,other
3139,1983,lab,"and second, to provide the necessary powers to repeal the 1972 Act,",19,International Affairs and Foreign Aid,other
3140,1983,lab,when the negotiations on withdrawal are completed.,19,International Affairs and Foreign Aid,other
3141,1983,lab,"Following the publication of the White Paper,",0,Non-policy content,other
3142,1983,lab,we will begin the main negotiations on withdrawal.,19,International Affairs and Foreign Aid,other
3143,1983,lab,"Later, when appropriate and in the same parliament,",0,Non-policy content,other
3144,1983,lab,we will use our powers to repeal the 1972 Act,19,International Affairs and Foreign Aid,other
3145,1983,lab,and abrogate the Treaty of Accession,19,International Affairs and Foreign Aid,other
3146,1983,lab,thus breaking all of our formal links with the Community.,19,International Affairs and Foreign Aid,other
3147,1983,lab,Britain will at this point withdraw from the Council of Ministers and from the European Parliament.,19,International Affairs and Foreign Aid,other
3148,1983,lab,"There will need to be a period of transition,",0,Non-policy content,other
3149,1983,lab,to ensure a minimum of disruption,0,Non-policy content,other
3150,1983,lab,and to phase in any new agreements we might make with the Community.,0,Non-policy content,other
3151,1983,lab,This will enable us to make all the necessary changes in our domestic legislation.,0,Non-policy content,other
3152,1983,lab,"Until these changes in UK law have taken place, the status quo as regards particular items of EEC legislation will remain.",19,International Affairs and Foreign Aid,other
3153,1983,lab,"And this period will, of course, extend beyond the date when we cease, formally, to be members.",0,Non-policy content,other
3154,1983,lab,The international dimension,19,International Affairs and Foreign Aid,other
3155,1983,lab,"The Labour Party is working to create a democratic socialist society in Britain,",0,Non-policy content,other
3156,1983,lab,but we realise to achieve this we must enjoy the fullest international co-operation.,19,International Affairs and Foreign Aid,other
3157,1983,lab,"There is a real interdependence between nations,",19,International Affairs and Foreign Aid,other
3158,1983,lab,"and, if Britain under Labour is not to stand on the sidelines,",0,Non-policy content,other
3159,1983,lab,we must co-operate to survive.,19,International Affairs and Foreign Aid,other
3160,1983,lab,Our foreign policy is a logical extension of our work at home.,0,Non-policy content,other
3161,1983,lab,A deep crisis now afflicts the world economy.,0,Non-policy content,other
3162,1983,lab,"In the developed world, recession has meant lengthening dole queues",0,Non-policy content,other
3163,1983,lab,and a falling standard of life;,0,Non-policy content,other
3164,1983,lab,"for the peoples of the Third World, recession has added to an already intolerable burden of poverty.",0,Non-policy content,other
3165,1983,lab,"Unlike the Tories, Labour believes that there is a way out of the crisis,",0,Non-policy content,other
3166,1983,lab,"and that we need not accept an international status quo so manifestly riddled with injustice, inefficiency and waste.",19,International Affairs and Foreign Aid,other
3167,1983,lab,"Labour will pursue and win international support for policies designed to stimulate trade, investment, and growth;",19,International Affairs and Foreign Aid,other
3168,1983,lab,and we shall work inside the appropriate institutions to end the financial chaos,19,International Affairs and Foreign Aid,other
3169,1983,lab,which now threatens the stability of so many countries.,0,Non-policy content,other
3170,1983,lab,There can be no sure prospect of peace in a world wracked by an enduring economic crisis.,19,International Affairs and Foreign Aid,other
3171,1983,lab,Labour's policies will help bring that crisis to an end.,0,Non-policy content,other
3172,1983,lab,Labour recognises the urgent need to restore détente,19,International Affairs and Foreign Aid,other
3173,1983,lab,and dialogue between the states and the peoples of the world.,19,International Affairs and Foreign Aid,other
3174,1983,lab,"We will actively pursue dialogue with the Soviet Union and China,",19,International Affairs and Foreign Aid,other
3175,1983,lab,and will urge the American government to do so.,0,Non-policy content,other
3176,1983,lab,"We will work consistently for peace and disarmament,",19,International Affairs and Foreign Aid,other
3177,1983,lab,and devote all our efforts to pulling the world back from the nuclear abyss.,16,Defence,other
3178,1983,lab,Labour will dedicate some of the resources currently wasted on armaments to projects designed to promote both security and human development.,16,Defence,other
3179,1983,lab,An essential difference between the Labour and the Tory approach is that,0,Non-policy content,other
3180,1983,lab,"we have a foreign policy that will help liberate the peoples of the world from oppression, want and fear",19,International Affairs and Foreign Aid,other
3181,1983,lab,We seek to find ways in which social and political progress can be achieved,0,Non-policy content,other
3182,1983,lab,and to identify the role that Britain can play in this process.,0,Non-policy content,other
3183,1983,lab,Our objectives cannot be pursued in isolation;,0,Non-policy content,other
3184,1983,lab,"we will work with the international agencies, friendly governments, and with socialist parties",19,International Affairs and Foreign Aid,other
3185,1983,lab,and genuine liberation movements in order to convert these objectives into concrete achievements.,19,International Affairs and Foreign Aid,other
3186,1983,lab,Disarmament - the international context,16,Defence,other
3187,1983,lab,"The pursuit of peace, development and disarmament is central to our policy.",19,International Affairs and Foreign Aid,other
3188,1983,lab,"We wish to strengthen the process of détente,",19,International Affairs and Foreign Aid,other
3189,1983,lab,which means the easing of political as well as military tension between East and West.,19,International Affairs and Foreign Aid,other
3190,1983,lab,"A third world war would destroy civilisation,",0,Non-policy content,other
3191,1983,lab,yet the danger of a nuclear holocaust grows alarmingly.,0,Non-policy content,other
3192,1983,lab,Labour is determined that Britain should play its full part in the struggle for peace.,19,International Affairs and Foreign Aid,other
3193,1983,lab,"Now in 1983, in what is a critical year for peace,",0,Non-policy content,other
3194,1983,lab,we can begin to influence events by the way we present the imperative case for disarmament.,0,Non-policy content,other
3195,1983,lab,"In government we can carry that influence much further, by example and by common action with others.",16,Defence,other
3196,1983,lab,We must use unilateral steps taken by Britain to secure multilateral solutions on the international level.,19,International Affairs and Foreign Aid,other
3197,1983,lab,Unilateralism and multilateralism must go hand ill hand if either is to succeed.,19,International Affairs and Foreign Aid,other
3198,1983,lab,"It is for this reason that we are against moves that would disrupt our existing alliances,",19,International Affairs and Foreign Aid,other
3199,1983,lab,but are resolved on measures to enable Britain to pursue a non-nuclear defence policy.,16,Defence,other
3200,1983,lab,To achieve our paramount aim,0,Non-policy content,other
3201,1983,lab,"stopping the nuclear arms race itself,",16,Defence,other
3202,1983,lab,and the other arms races pursued beneath its shadow,16,Defence,other
3203,1983,lab,we need stronger international institutions.,0,Non-policy content,other
3204,1983,lab,First and foremost is a United Nations organisation with real and growing authority.,16,Defence,other
3205,1983,lab,Labour is determined to sustain and fortify the United Nations.,19,International Affairs and Foreign Aid,other
3206,1983,lab,All our recent experience re-emphasises how necessary it is to have an international Charter against aggression.,19,International Affairs and Foreign Aid,other
3207,1983,lab,It is a tragedy that the 1982 UN Special Session on Disarmament was allowed to disband in failure and disappointment.,19,International Affairs and Foreign Aid,other
3208,1983,lab,We shall work to recall a new session on a more ambitious and hopeful basis.,0,Non-policy content,other
3209,1983,lab,We will support the commitments of the UN Special Sessions on Disarmament,19,International Affairs and Foreign Aid,other
3210,1983,lab,and the UN Committee on Disarmament.,19,International Affairs and Foreign Aid,other
3211,1983,lab,"We shall seek to restore the Final Document on Disarmament,",19,International Affairs and Foreign Aid,other
3212,1983,lab,"approved by the 1978 United Nations Special Session, as the long-term objective.",19,International Affairs and Foreign Aid,other
3213,1983,lab,"But, of course, as the international tension sharpens,",0,Non-policy content,other
3214,1983,lab,we must pursue other more immediate aims.,0,Non-policy content,other
3215,1983,lab,Labour has always opposed Soviet deployment of SS20s.,16,Defence,other
3216,1983,lab,We want to see the Geneva talks on intermediate weapons succeed.,16,Defence,other
3217,1983,lab,Labour was arguing that they should begin long before President Reagan and Mrs. Thatcher came round to the idea.,0,Non-policy content,other
3218,1983,lab,It is imperative that the SALT II agreement is ratified.,16,Defence,other
3219,1983,lab,We shall work for this.,0,Non-policy content,other
3220,1983,lab,We strongly support the reduction of strategic weapons in the START talks.,16,Defence,other
3221,1983,lab,We will propose urgent action to make the Non-Proliferation Treaty effective and to keep it effective.,16,Defence,other
3222,1983,lab,The uncontrolled proliferation of nuclear weapons would enormously increase the danger to us all.,16,Defence,other
3223,1983,lab,Following the steps taken by the last Labour government in such fields as non proliferation,16,Defence,other
3224,1983,lab,"and the Mutual and Balanced Force Reduction talks,",16,Defence,other
3225,1983,lab,Britain must again take a lead in disarmament negotiations.,16,Defence,other
3226,1983,lab,Defence policy,16,Defence,other
3227,1983,lab,"The overriding task for Britain, as for the rest of the world, is to draw back from the nuclear abyss.",0,Non-policy content,other
3228,1983,lab,Britain must act on her own account,0,Non-policy content,other
3229,1983,lab,as well as seeking agreement with other countries on nuclear disarmament.,16,Defence,other
3230,1983,lab,One immediate step our government must take is,0,Non-policy content,other
3231,1983,lab,"to insist on implementing the recent United Nations call for a freeze on the production, deployment and testing of nuclear weapons, and for a comprehensive test ban.",16,Defence,other
3232,1983,lab,"That the Tory government should have voted against these propositions in the United Nations is deplorable,",0,Non-policy content,other
3233,1983,lab,and betrays our country's capacity to play a leading role as an advocate of world disarmament.,0,Non-policy content,other
3234,1983,lab,Labour's proposals will help to restore that opportunity.,0,Non-policy content,other
3235,1983,lab,Labour believes in effective defence through collective security,16,Defence,other
3236,1983,lab,but rejects the present emphasis on nuclear weapons.,16,Defence,other
3237,1983,lab,Britain and her allies should have sufficient military strength to discourage external aggression,16,Defence,other
3238,1983,lab,and to defend themselves should they be attacked.,16,Defence,other
3239,1983,lab,Labour's commitment is to establish a non-nuclear defence policy for this country.,16,Defence,other
3240,1983,lab,"This means the rejection of any fresh nuclear bases or weapons on British soil or in British waters,",16,Defence,other
3241,1983,lab,"and the removal of all existing nuclear bases and weapons,",16,Defence,other
3242,1983,lab,thus enabling us to make a direct contribution to an eventually much wider nuclear-free zone in Europe.,16,Defence,other
3243,1983,lab,"However, all this cannot be done at once,",0,Non-policy content,other
3244,1983,lab,and the way we do it must be designed to assist in the task to which we are also committed,0,Non-policy content,other
3245,1983,lab,securing nuclear disarmament agreements with other countries,16,Defence,other
3246,1983,lab,and maintaining co operation with our allies.,16,Defence,other
3247,1983,lab,The most pressing objective must be to prevent the deployment here or elsewhere in Western Europe of Cruise or Pershing missiles.,16,Defence,other
3248,1983,lab,This deployment would mark a new and dangerous escalation in the nuclear arms race.,16,Defence,other
3249,1983,lab,It would make the achievement of effective disarmament agreements covering these and other weapons much more difficult in the future.,16,Defence,other
3250,1983,lab,We will therefore not permit the siting of Cruise missiles in this country,16,Defence,other
3251,1983,lab,and will remove any that are already in place.,16,Defence,other
3252,1983,lab,The next Labour government will cancel the Trident programme.,16,Defence,other
3253,1983,lab,"Apart from the huge, persisting and distorting burden it would impose on our defence budget",0,Non-policy content,other
3254,1983,lab,it would not offer security,0,Non-policy content,other
3255,1983,lab,but would rather help to intensify the arms race.,0,Non-policy content,other
3256,1983,lab,We will propose that Britain's Polaris force be included in the nuclear disarmament negotiations in which Britain must take part.,16,Defence,other
3257,1983,lab,"We will, after consultation, carry through in the lifetime of the next parliament our non-nuclear defence policy.",16,Defence,other
3258,1983,lab,Labour believes in collective security.,0,Non-policy content,other
3259,1983,lab,"The next Labour government will maintain its support for NATO,",16,Defence,other
3260,1983,lab,as an instrument of détente no less than of defence.,0,Non-policy content,other
3261,1983,lab,We wish to see NATO itself develop a non-nuclear strategy.,16,Defence,other
3262,1983,lab,"We will work towards the establishment of a new security system in Europe based on mutual trust and confidence,",16,Defence,other
3263,1983,lab,and knowledge of the objectives and capabilities of all sides.,0,Non-policy content,other
3264,1983,lab,The ultimate objective of a satisfactory relationship in Europe is the mutual and concurrent phasing out of both NATO,16,Defence,other
3265,1983,lab,and the Warsaw Pact.,16,Defence,other
3266,1983,lab,We oppose any attempt to expand the role of the alliance into other continents.,0,Non-policy content,other
3267,1983,lab,"We condemn the doctrine that nuclear war can be limited,",16,Defence,other
3268,1983,lab,and the notion that somehow the West must catch up with a supposed nuclear superiority in the East.,0,Non-policy content,other
3269,1983,lab,We are opposed to the introduction into Europe of any new nuclear systems such as the neutron bomb.,16,Defence,other
3270,1983,lab,"We oppose, too, the storage, research and production of chemical and biological weapons,",16,Defence,other
3271,1983,lab,and call for the withdrawal of all forward stocks of chemical weapons.,16,Defence,other
3272,1983,lab,Labour will reduce the proportion of the nation's resources devoted to defence,16,Defence,other
3273,1983,lab,"so that the burden we bear will be brought into line with that of the other major European NATO countries,",0,Non-policy content,other
3274,1983,lab,without increasing the reliance on nuclear weapons.,16,Defence,other
3275,1983,lab,A Labour government will plan to ensure that savings in military expenditure do not lead to unemployment for those working in defence industries.,16,Defence,other
3276,1983,lab,We shall give material support and encouragement to plans for industrial conversion,16,Defence,other
